LR_00025_Run_1,LR_00025_Run_2,LR_00025_Run_3,LR_0005_Run_1,LR_0005_Run_2,LR_0005_Run_3,LR_00075_Run_1,LR_00075_Run_2,LR_00075_Run_3,LR_001_Run_1,LR_001_Run_2,LR_001_Run_3
-93.33085632,-79.71538544,-88.47709656,-80.4471283,-73.05166626,-89.37354279,-71.15061188,-63.746418,-83.62464905,-77.02410126,-78.73447418,-64.83515167
-92.53233337,-80.22782135,-88.4764328,-80.05931091,-70.79459381,-91.17310333,-73.20568848,-62.3155632,-82.81806946,-76.34877777,-78.11387634,-63.964077
-92.08842468,-81.42904663,-89.20697021,-75.99459076,-70.70226288,-89.41531372,-72.78884125,-61.77252579,-84.69396973,-77.00286102,-80.26792145,-63.31271362
-92.11993408,-81.97967529,-90.37076569,-75.76602173,-70.12210846,-88.24045563,-72.00917816,-63.35179901,-83.86943817,-77.67931366,-79.83368683,-62.8923912
-93.28916931,-81.97781372,-90.99362946,-77.69095612,-70.18222046,-85.98574066,-70.93981934,-63.53814316,-83.43447876,-77.3396759,-79.63066101,-62.75245285
-91.55062866,-81.31654358,-89.77977753,-79.19300842,-69.41871643,-84.7909317,-72.84230042,-65.06784058,-85.61540985,-76.53842926,-81.02896881,-62.01305389
-90.40316772,-81.09963226,-89.88432312,-78.12856293,-68.72808838,-85.41564178,-72.39571381,-65.94639587,-85.67628479,-76.11828613,-79.4291153,-62.50989914
-89.85018921,-80.98445129,-89.62953186,-77.29085541,-68.34160614,-85.20956421,-71.63611603,-64.6931839,-85.30741882,-75.89872742,-79.38194275,-62.45661163
-89.49941254,-80.95321655,-88.65164185,-76.13288879,-68.28233337,-84.27828979,-69.68425751,-63.95907211,-86.91688538,-75.06725311,-79.20133209,-60.4331665
-90.01139069,-79.64439392,-87.85542297,-75.88334656,-66.22516632,-82.91127014,-70.0647049,-63.01206207,-85.95105743,-74.06938171,-78.80796814,-59.3033905
-89.31880951,-78.32474518,-85.07152557,-75.73529053,-64.98726654,-84.25811768,-69.23471832,-62.86154556,-85.06007385,-73.05222321,-78.89310455,-59.11574936
-88.95794678,-76.66275787,-84.76152802,-76.57333374,-65.79000854,-85.78749847,-70.89431,-63.53259277,-84.16781616,-71.87846375,-77.55644989,-59.09545898
-87.90738678,-75.75074768,-83.41438293,-75.9328537,-65.35005951,-85.70497894,-70.56533813,-63.2347908,-83.1876297,-71.39273071,-77.1480484,-59.00273514
-87.21818542,-74.81453705,-82.70307922,-75.72544861,-65.61775208,-83.88473511,-69.71754456,-62.44028854,-83.51010895,-70.79007721,-75.34240723,-59.12906647
-87.4864502,-72.9145813,-80.89417267,-75.72843933,-65.52880859,-83.52919769,-68.64044189,-62.20407486,-84.0504837,-70.06809235,-74.53882599,-58.68972397
-84.76113129,-70.92010498,-80.03295135,-74.9855423,-65.26080322,-83.04488373,-71.45695496,-61.71788788,-84.44402313,-69.27069855,-74.00632477,-58.61769867
-82.88044739,-71.35411072,-79.91130829,-74.50927734,-65.44280243,-82.85136414,-70.57829285,-62.82325745,-83.33876038,-68.29728699,-73.89426422,-56.61258698
-83.37314606,-70.40726471,-79.15445709,-73.74108124,-63.73733139,-83.36729431,-69.96433258,-63.02292633,-84.57991028,-68.25292206,-72.37729645,-56.22866058
-82.7256012,-70.07333374,-78.42267609,-73.24488068,-64.26517487,-84.49443817,-69.14971161,-62.41055679,-84.65055084,-68.07554626,-72.00423431,-55.74594498
-82.63072205,-67.94950104,-77.05482483,-73.40516663,-62.43223953,-83.97865295,-68.52690125,-62.73075867,-83.37094879,-67.93732452,-71.90338898,-54.99512482
-81.61721039,-64.52999115,-77.62121582,-72.90480042,-61.95979691,-84.22084808,-67.38315582,-61.29611588,-83.06880188,-67.72763824,-70.62812042,-54.83189011
-80.40984344,-63.22548294,-77.419487,-73.33685303,-61.4227066,-83.73852539,-67.80182648,-60.81108475,-82.58359528,-68.14362335,-70.18294525,-54.08482361
-78.0773468,-62.25920486,-76.10323334,-72.81706238,-61.50997925,-83.77059937,-66.73898315,-60.16927719,-82.9538269,-67.72815704,-69.90582275,-54.21757507
-78.14981079,-62.00191879,-75.89509583,-72.08242798,-62.11980057,-82.55082703,-65.24473572,-59.4546051,-83.07952881,-67.08721161,-69.748703,-54.85470581
-77.59259796,-62.3039856,-76.58796692,-71.71507263,-60.26159286,-82.75260925,-64.97286987,-58.71641541,-83.53192902,-66.40452576,-69.76409912,-54.70707703
-77.35549927,-61.38243484,-76.41845703,-70.9449234,-60.45556259,-81.8145752,-64.43968201,-57.94285583,-82.60585785,-67.02088165,-69.78063202,-54.40289307
-76.99451447,-61.03019333,-77.83691406,-70.94637299,-60.40897369,-80.02840424,-62.87453079,-59.16717529,-82.84107971,-66.30708313,-69.17053223,-54.25219727
-77.0499649,-59.25138092,-77.58262634,-70.7124939,-59.34896469,-79.72543335,-62.23052597,-59.73386383,-81.21772003,-65.88471222,-68.73607635,-53.54430008
-74.89801025,-58.44419098,-77.8600235,-69.81954956,-60.72061539,-78.32254028,-61.69606781,-59.59291458,-81.21250916,-66.01664734,-68.07289124,-52.86142731
-75.16760254,-57.71975327,-78.07077026,-69.20464325,-62.1830864,-77.94894409,-60.12246704,-58.5755043,-81.41516876,-65.12400055,-67.33903503,-53.13149261
-74.03392792,-57.10208893,-77.27986145,-69.19045258,-61.80492783,-77.5828476,-59.72660446,-60.77544785,-81.09075928,-64.59210968,-66.76667023,-52.83282471
-72.00559998,-56.20070267,-77.88296509,-68.88941193,-61.08554077,-74.40639496,-57.55804062,-61.62094879,-79.73059845,-64.17217255,-66.20986176,-51.80570221
-71.03741455,-55.89770126,-77.47275543,-68.82807922,-60.96932983,-73.73142242,-56.39574432,-61.86507034,-80.42809296,-63.83061218,-65.0951767,-51.80701447
-70.65856171,-56.25763702,-76.59065247,-68.77178955,-61.60987854,-73.3228302,-55.50458527,-61.47024536,-78.76291656,-62.86629486,-64.8948288,-51.6863327
-70.80741119,-56.50533676,-76.2509613,-67.4910965,-60.92834473,-72.78461456,-53.19680023,-61.36323166,-77.22758484,-63.69762039,-64.54376221,-50.96419525
-70.42863464,-56.6365509,-76.43782043,-67.25040436,-58.95277786,-71.89059448,-51.403965,-61.27701187,-76.58036804,-61.00365448,-64.65556335,-51.19986725
-70.871521,-55.86148071,-75.92242432,-67.49501801,-59.11512756,-71.52200317,-49.49916077,-60.92667389,-76.56304169,-61.54652023,-64.14985657,-51.58597183
-70.63460541,-56.13471603,-75.00305939,-66.50164032,-58.85876083,-70.5193634,-47.64637756,-60.41774368,-74.82798004,-61.05447006,-63.31922913,-50.98671722
-70.0309906,-58.22931671,-74.72412872,-65.87136841,-58.02604675,-68.00601196,-45.91594696,-60.68541336,-75.6186142,-60.11349869,-62.86841965,-50.22255325
-69.24714661,-57.6572876,-74.35878754,-65.22753143,-57.86816406,-68.22207642,-44.34727097,-60.57889938,-75.29911804,-60.08747864,-62.12154007,-49.48217392
-68.47383118,-56.92153168,-74.05112457,-65.11256409,-58.91921997,-68.21406555,-42.34645844,-60.40991211,-75.8000946,-60.15817642,-62.03342056,-49.35161209
-68.58003235,-56.21131897,-72.97600555,-65.34240723,-57.75888062,-68.09273529,-39.19687653,-59.84073639,-76.28468323,-59.90612793,-62.1158905,-49.6989212
-68.93584442,-56.13432312,-73.40236664,-65.57536316,-58.66566467,-68.0153656,-38.56701279,-59.84273911,-76.60173798,-59.58638,-62.0611496,-49.81464386
-67.5422287,-55.66603088,-72.71211243,-64.75270081,-58.68851852,-67.19765472,-37.21989441,-59.71923447,-76.97757721,-59.64032364,-61.61963272,-47.41531372
-66.53327179,-55.5533638,-71.89251709,-64.38293457,-58.91218185,-66.3008194,-35.38040161,-59.05771637,-74.49738312,-59.1770401,-61.24708939,-47.28115463
-66.31904602,-55.44662476,-71.68322754,-63.42475891,-56.60575867,-65.35242462,-34.02885818,-58.79072189,-74.56635284,-59.04769135,-60.7191658,-47.08008575
-62.87604904,-55.0827179,-71.92811584,-62.53598785,-56.73175812,-64.48113251,-32.80278397,-58.39206314,-73.28994751,-57.79720688,-59.7978363,-47.32359695
-60.49303436,-54.39602661,-71.21826935,-62.36569595,-56.67992401,-64.73931885,-31.66447067,-58.7146225,-71.31758881,-57.58687973,-59.84087753,-47.11239243
-57.16371155,-54.74490356,-70.53481293,-62.21380615,-56.89137268,-64.31541443,-29.21792221,-58.47429276,-70.71709442,-58.33042908,-59.32171249,-46.8886261
-57.38822174,-53.41868973,-71.27076721,-62.42630768,-54.119133,-63.89394379,-28.40240288,-58.49608994,-70.02498627,-57.84139252,-57.91044235,-47.02346802
-53.53422546,-52.65274048,-70.86766052,-62.84292221,-54.3067627,-62.71813583,-27.33061218,-58.29606628,-69.23384094,-58.90044403,-58.22356796,-46.46953201
-53.82847977,-50.92367172,-70.51734161,-63.08915329,-53.36240005,-62.40089798,-26.00860405,-57.98896408,-67.86697388,-58.09340286,-57.63634491,-46.43663788
-51.91492081,-49.12333679,-69.58017731,-63.43910599,-51.0447731,-62.0598793,-26.23292923,-57.62447739,-67.58666992,-58.59285355,-56.04950714,-46.93619537
-48.45201492,-48.48733139,-68.28273773,-61.03269196,-49.50190735,-61.47182083,-23.1921463,-59.42946625,-67.01159668,-58.0463295,-55.53202438,-46.68457031
-45.98415375,-48.22298813,-68.1491394,-61.40602112,-49.22327423,-60.95907593,-20.97504807,-59.10409927,-66.85806274,-56.54372025,-54.41984177,-46.18361664
-45.05107498,-46.74909973,-66.28767395,-59.4006691,-49.64850998,-60.62098312,-19.54388618,-58.87482071,-65.88910675,-56.33858871,-54.97182846,-45.67542648
-44.79348373,-45.93490601,-65.54123688,-56.54821014,-48.35229111,-57.49788284,-19.73258591,-59.28532791,-65.41139984,-56.03810883,-54.68479919,-45.27636337
-42.50976563,-45.38964081,-66.74162292,-56.80131149,-47.27720642,-56.30671692,-16.62599373,-60.39907455,-65.02610779,-55.87488556,-51.87659454,-43.71588135
-40.90232086,-46.32676315,-64.6468277,-54.80881119,-48.00373459,-56.24169922,-15.21560955,-60.35678101,-65.25683594,-53.45402908,-51.1711731,-43.75870132
-40.32393646,-44.56826401,-63.73374176,-52.99672699,-46.45769119,-55.79119873,-13.16417694,-59.8637619,-65.25254822,-54.04415131,-51.34790421,-44.42932129
-37.8491478,-41.77587509,-63.51914597,-53.07350922,-44.84073639,-54.6144371,-12.70316124,-58.19021988,-64.60121155,-53.27128983,-51.0388298,-42.81137848
-36.44456482,-38.38393021,-62.83153152,-51.33181381,-44.25463867,-52.89569092,-13.4878149,-57.87132263,-64.25458527,-53.34136963,-50.55560684,-42.75967789
-35.76369476,-36.55750275,-60.56505966,-50.4832077,-44.79203796,-52.83857346,-12.55082035,-55.80604553,-64.07987976,-52.05690765,-51.28578568,-42.45080948
-32.54640579,-34.75432205,-59.35515594,-47.52307892,-43.31026077,-50.72075653,-10.34937763,-56.64701462,-63.97451401,-51.24221802,-50.76446533,-42.77216339
-29.62973404,-34.42477036,-57.84659958,-46.71192169,-40.32795715,-48.11955643,-12.03622913,-57.15766144,-64.2412796,-50.76650238,-49.43937302,-41.85897446
-26.38728714,-32.52823257,-56.13634872,-45.31894302,-37.37674713,-45.96686172,-11.25949669,-57.03636551,-63.99256897,-50.69152451,-48.87664032,-38.9518013
-22.90785599,-29.70589066,-55.56715393,-44.15368271,-34.05932236,-44.87027359,-8.055178642,-54.62213898,-63.82618332,-49.65607071,-48.96469879,-40.19006348
-21.03736305,-25.93465996,-55.09598923,-44.47616577,-33.74029541,-42.68507767,-7.119991302,-54.20731735,-63.90367889,-49.34720993,-48.6545105,-40.17930222
-18.69205856,-23.7610054,-55.12153625,-43.91288757,-32.15682602,-39.25294876,-2.727664471,-53.85548401,-62.91994095,-49.39189911,-47.75001144,-40.47808456
-16.40844917,-21.31453323,-55.01719666,-45.02489471,-30.02749062,-35.98849487,-0.559230447,-52.00857162,-63.09762573,-48.61881256,-47.9937973,-40.49085999
-14.4689436,-21.01039886,-55.41695404,-44.43703842,-27.2499752,-34.33849716,2.236414671,-52.09474182,-62.27802277,-48.09428024,-47.30108261,-41.74188995
-12.53508568,-16.19701576,-53.25596619,-43.72922516,-23.4497242,-29.96892357,4.94284153,-52.75865173,-61.36870956,-48.77801895,-48.02577591,-41.24909973
-10.40674114,-13.43280888,-52.89913559,-42.42202377,-21.02609634,-26.96280289,5.753911018,-52.26350021,-61.31953812,-48.39959335,-48.38830948,-39.15756226
-9.314382553,-10.95025539,-52.84221649,-42.24388885,-18.97301102,-24.03067017,7.866099834,-52.77957535,-61.34218979,-48.22455978,-48.30144501,-39.66308212
-7.270483017,-6.735916138,-51.25193405,-41.83493423,-16.80635071,-21.74682617,11.07507324,-52.33841705,-60.96473694,-47.46686935,-48.17995071,-37.00853729
-2.970053196,-6.865850449,-50.69307709,-41.59218216,-14.78862381,-20.32973289,12.96937752,-49.20528793,-61.27045822,-47.65310287,-48.0666275,-35.33224487
2.188735962,-4.082196712,-50.4273262,-40.30051422,-11.99032497,-15.70510387,14.74310017,-49.34857941,-63.23083496,-48.05145645,-46.69741058,-35.60565948
5.628829002,-4.708221436,-49.71073532,-37.16816711,-9.952816963,-12.12944794,15.60593033,-48.30653381,-63.55569458,-48.04940033,-43.028862,-36.54814529
9.101748466,-5.588478565,-47.07713699,-33.88216019,-10.12861538,-8.144118309,16.98960495,-48.09751892,-61.5977211,-46.09967041,-40.20656586,-36.39213181
12.30082512,-6.239538193,-44.73228455,-33.90535736,-7.844660759,-6.206505775,20.78643417,-47.35708618,-61.39432907,-43.67894745,-37.57399368,-33.77977371
15.66079044,-3.934176445,-43.40905762,-33.15384293,-4.693539619,-4.472745419,20.24740219,-45.45055389,-61.63463211,-43.17894745,-34.768116,-33.14601898
18.81328964,-4.048946857,-42.62801743,-32.48000717,-1.999820471,-4.099905968,22.21345139,-42.51118851,-59.58776474,-43.38593674,-32.07825851,-33.57032394
22.340868,-2.708781004,-39.40474701,-32.09405518,1.404387236,-1.926960111,24.60204315,-42.93223572,-59.29919434,-42.20502853,-28.61431313,-33.61168289
20.47081184,0.91497618,-39.24672318,-31.83557892,3.458556175,-1.704612255,24.84292793,-42.741745,-57.28895187,-47.43789673,-25.77609444,-32.66352081
20.06542397,1.404139996,-36.32050705,-31.19502258,6.656406879,-1.286419272,29.8222332,-40.86256027,-55.87628937,-47.27370071,-26.07136536,-29.7758522
20.8775425,3.720313549,-35.77070999,-32.35368347,10.04594612,0.382149577,29.42982864,-38.92776489,-55.56378555,-51.15597534,-23.27275658,-30.16433907
23.20393944,6.241689682,-33.16540527,-28.53547478,12.80328655,0.769379318,32.32460403,-35.56722641,-56.71585464,-58.50327301,-21.3391552,-30.08612061
26.25269318,8.49707222,-31.88700104,-28.50740814,15.44058704,1.817147493,31.53468513,-32.33105087,-56.60488129,-60.65005493,-18.83254623,-30.57524681
29.40860367,12.18386364,-31.09134674,-25.81511497,17.95428467,2.664248228,31.77386284,-29.68514824,-56.88375854,-60.55496597,-15.03089523,-29.87768173
32.90851212,14.16947365,-27.91152,-23.37979126,21.23289871,3.542838335,32.64669418,-27.02978706,-55.65254211,-59.19546127,-12.39713097,-29.77870178
33.78184128,16.8880291,-27.37461472,-22.62636185,24.79366684,2.806956768,32.4055481,-23.39389038,-55.82030106,-57.57110977,-9.264578819,-29.39593124
35.43120575,18.40598297,-27.19870377,-18.04733658,27.21822548,3.329651594,33.89429092,-20.71728897,-57.3149147,-60.2223053,-5.678575516,-28.92061806
36.55746841,18.77588654,-26.19498253,-15.09666824,29.32593918,4.339459896,37.19387054,-16.30930138,-56.25070953,-60.51265717,-2.918344498,-27.94221497
36.48517609,21.76399612,-23.18978882,-10.83448696,31.64639854,6.426948547,39.60339737,-12.5926857,-55.62733078,-62.96470642,-0.927659631,-25.31460762
36.75598145,23.17753983,-23.20376396,-10.50089931,35.05925369,7.83601284,37.89536667,-9.269274712,-54.54237366,-63.84986115,-0.576008976,-24.62421036
37.49580383,23.33617401,-22.36522102,-7.389251232,38.21101761,7.13968277,41.59812927,-8.885183334,-53.58823395,-61.60379791,1.239018083,-21.63783264
40.84749985,26.25502396,-21.19664764,-3.89393115,41.19952011,6.930024624,41.11812592,-8.24858284,-53.37139893,-60.41214752,5.113215446,-21.85834694
43.10474396,29.37235069,-20.90493011,0.897443891,44.18246078,7.716752052,44.18251038,-9.292133331,-51.70120239,-61.63179398,7.256085873,-22.71943092
46.01063156,31.18237114,-17.42566681,3.509665966,46.52300644,6.084677219,46.43288422,-8.947383881,-51.15834045,-61.13601685,10.87766075,-20.06126404
50.58703232,32.51268387,-17.1185627,4.70364666,48.81462097,6.518489838,48.29129028,-6.64341259,-49.28424072,-58.9592514,14.40241623,-18.02536392
51.83337021,34.68218994,-16.51417732,6.832826614,51.75523376,7.819647312,47.63668442,-5.9088974,-49.43115997,-59.02931976,18.34227753,-15.36466503
53.14639282,38.37298965,-15.68432331,8.64222908,53.89154816,11.09027767,51.90158844,-3.17494154,-49.67556381,-59.39036179,20.90307999,-13.32402325
53.45559311,42.44763947,-15.73712921,6.705923557,56.81834412,10.97669506,54.47639847,-3.003215551,-46.9060936,-58.67444229,25.42401505,-11.16526127
56.4988327,46.06081009,-11.31786633,7.191053867,57.73744202,11.59477043,53.99094009,1.564734936,-47.20914078,-58.14345932,27.77167892,-8.689434052
59.87493134,48.70666504,-8.299067497,9.588452339,60.99980164,11.53117752,56.91399765,4.639454842,-47.13426208,-58.01463318,31.00667953,-5.431760788
63.59242249,48.79755402,-6.629789829,9.794571877,63.73307037,13.56421852,58.32659531,9.541710854,-44.19310379,-58.20256042,35.31972504,-5.152255535
66.19934845,51.03123856,-3.988675594,10.88683891,65.97708893,13.89599514,61.21239471,11.62071705,-43.17937088,-57.38447189,36.80370331,-4.115226269
69.54234314,51.95396805,-3.04032445,11.17405128,69.06746674,15.86203098,60.54139328,12.43452835,-44.06404495,-58.59215164,40.70504761,-0.408503741
72.51902771,51.41751099,-1.0291394,11.55687904,72.30984497,18.26556396,59.06848907,15.47352219,-41.91364288,-61.20379639,42.06590652,-0.630671024
76.12134552,50.93731308,0.763612092,11.23204517,73.82876587,18.23380089,61.57833481,16.97653008,-42.31375504,-63.4111557,44.14726639,-1.027319551
76.24932098,51.11803436,2.536795378,10.83485317,77.00569916,19.72688675,63.62644577,20.80424118,-41.3386879,-63.58314133,47.09401321,-0.9298473
79.23929596,50.34356308,5.000317574,12.55398655,80.85903168,22.48056793,67.98274994,25.03891563,-42.05471039,-63.71606445,46.51486969,0.126874045
79.77584839,50.29345322,7.798852921,12.90074158,84.03817749,21.95478249,69.97280121,27.58998299,-41.44101334,-62.49614716,46.43681335,4.202087402
72.01428223,50.27036667,10.06942272,13.14259529,86.83879852,21.74884987,68.95993805,28.15074921,-40.53636169,-62.38725662,47.75519562,5.085953712
75.16999817,50.16285324,11.98695755,13.30557156,87.72015381,22.01700783,71.32964325,32.19830322,-39.76307678,-64.37252045,50.0892334,5.351475239
77.80375671,49.05807877,14.06633091,14.73887253,90.53538513,22.20982933,76.77496338,35.09925079,-38.96470261,-64.99359131,52.46919632,6.187047005
80.27878571,51.46494675,12.86569118,15.85891533,91.04627991,22.99582863,79.63221741,39.65239334,-39.91734695,-64.97882843,55.70120621,6.780306339
82.90158844,51.39426804,12.50983906,15.63981724,94.48973846,26.56535339,81.53794098,43.94464111,-35.79049301,-65.40557861,54.57513428,7.10784483
85.47923279,50.82408905,14.39289856,18.14014435,98.00016022,29.30943871,83.71723938,46.37991333,-33.07619476,-66.06854248,56.90816498,7.608752728
85.75659943,50.61641693,13.78825951,19.7095089,101.1028366,29.97876358,82.46417999,49.92073441,-30.65126228,-65.87478638,56.30901718,7.799427986
87.95729065,52.38920212,17.19639587,22.68815613,103.90448,27.23245621,84.48705292,52.46507645,-27.68247986,-66.97409058,59.23572922,7.918125153
90.3052597,52.35668945,19.54246521,23.19077682,103.4842529,27.7507267,88.06546021,54.86753082,-26.3224678,-67.22766113,61.80765533,8.675022125
92.99170685,52.27737427,19.81862259,20.27126503,107.2455368,27.14199066,90.35572815,58.81633377,-23.33773613,-64.07699585,64.79616547,0.032065708
96.37960052,52.68776321,21.2211895,20.39849854,110.5898361,23.46039963,92.30609131,60.96516418,-20.36507607,-64.44664001,66.71136475,0.677371979
98.53046417,53.04876328,23.7485733,22.25081635,113.6725159,24.22661781,95.54855347,61.05973053,-17.68470383,-64.98426819,69.02872467,0.390477657
101.8409195,52.61204147,25.26105499,24.70656967,116.9462738,24.86580658,98.4728775,63.18417358,-15.56565666,-64.82756805,72.14749146,1.441178918
104.6080551,52.907341,28.69634438,24.79090309,119.7171249,25.46261787,100.458374,65.35694885,-15.11392117,-65.87538147,74.44807434,4.147479057
106.8834686,52.7765274,30.96457481,27.13799667,122.0967789,25.87984276,102.7789459,69.09552002,-12.56765938,-66.16401672,76.65452576,7.126746655
106.4640884,51.65907288,31.53638268,29.3956852,125.6272659,25.33104324,105.5264816,63.03015518,-11.39984512,-66.26262665,79.34762573,10.74258614
108.2346573,53.06097794,33.90972519,32.18815994,130.1851654,25.35416031,106.9677811,65.10740662,-8.360208511,-66.56273651,81.38486481,14.37389946
110.9152527,52.91988754,33.96906662,34.1545372,133.0753784,24.7327404,109.5251617,68.02368927,-5.912435532,-66.69017029,83.34680939,17.48116302
113.4935913,54.65756989,34.43988037,35.22054672,136.1961212,21.81223869,110.069809,72.60797882,-3.8002913,-66.3323288,85.96047974,13.92735863
116.6008453,53.44884872,34.16677094,37.58967209,138.3664703,21.58382988,111.6290665,76.39099884,-0.016971236,-66.61677551,88.38754272,17.35983276
119.1140518,53.57442093,33.70537567,39.72343445,141.9046173,23.95708847,113.2956467,79.25634003,2.465479374,-64.174263,90.44324493,18.06424904
119.2577133,53.69599533,34.11794281,40.11686325,144.8352966,26.57240295,114.6354675,82.14829254,5.485887527,-63.7568779,92.30802155,20.40486908
119.1059418,53.75017929,35.48262024,43.34658432,146.7807007,29.17720604,115.6821594,84.4644165,8.506319046,-63.49227905,95.44110107,21.33113861
122.4094467,52.41798782,37.95708466,46.24225998,149.6179504,29.79452896,116.963028,87.99695587,11.5524931,-63.43121338,98.30397797,24.07982063
122.9534149,53.18843842,38.34230042,48.78245544,152.6344604,32.27108765,117.6195908,90.09789276,14.48928165,-65.01792145,97.3659668,27.31479645
125.7233734,53.56044388,39.05062103,51.05438614,155.1487122,35.04449844,119.0877762,93.34835815,17.99618721,-63.94017029,97.24976349,27.20597458
128.7042084,53.22298431,41.97949219,53.26282501,158.6263123,37.99057388,120.7714386,96.95373535,20.4068718,-60.78725433,100.3114548,27.08208466
131.1531677,52.57593155,43.14281464,53.17953873,162.087616,40.53250122,119.7766953,99.93336487,23.0374794,-59.27787781,103.9196701,29.76447487
132.59758,52.35523224,43.08003235,51.7322731,164.9221497,43.62092972,118.0237198,102.9006729,26.79331207,-56.28919983,106.3166199,33.15207291
136.696167,52.32922745,45.54396439,51.91198349,168.671463,46.44756699,120.7988815,105.8999252,30.00984192,-55.9046936,105.0232544,33.97558212
137.5794983,51.6331749,46.16185379,54.65670013,171.008728,49.24297333,121.9666061,108.6571732,33.35674667,-55.07940292,103.4732895,36.07250977
140.2708588,51.25514984,47.70833969,57.55119705,174.5105896,52.09972763,121.2643051,111.7506866,36.05995178,-54.23637772,106.4286728,37.02910614
143.1884766,53.0218544,48.18638229,60.74885178,175.2157745,53.83192062,120.2948761,114.5311661,36.17444992,-51.85536957,109.8584671,37.43047714
143.0654755,54.25312805,48.51608276,63.70982742,177.9343567,56.09614944,119.4715805,117.6217804,38.61244202,-50.25748444,111.9146194,38.72718048
143.2531128,52.86436462,48.82105255,66.5634079,181.2394714,58.77851868,118.6892624,121.1393738,39.51528549,-48.91675949,109.2362976,39.25183487
141.238266,54.23648834,48.50714111,69.61339569,184.8334503,62.04866791,116.7819061,124.5563354,39.45138168,-46.30411911,112.4738846,39.23528671
143.9392853,53.06586838,48.37490463,72.65406036,185.5558319,64.70480347,116.3033371,127.5586395,42.09853363,-43.80397034,114.2842102,42.03488159
143.7744446,49.96245575,48.60617447,76.00615692,188.8948059,67.15296173,116.0524445,130.858078,41.3772049,-40.70033264,116.8489761,41.67274475
144.623291,48.24821091,48.46618652,75.03302765,190.2243652,70.02386475,115.1865692,133.776474,42.12238693,-38.42133713,119.0944672,41.46880722
