LR_00025_Run_1,LR_00025_Run_2,LR_00025_Run_3,LR_0005_Run_1,LR_0005_Run_2,LR_0005_Run_3,LR_00075_Run_1,LR_00075_Run_2,LR_00075_Run_3,LR_001_Run_1,LR_001_Run_2,LR_001_Run_3
143.1157379,45.95787048,50.5846405,77.86446381,189.8244934,73.05770111,116.3893738,137.3594208,44.57767868,-35.78709793,121.4334412,44.83737183
142.3753052,45.20621109,49.92211151,77.94145203,191.4983063,75.3684845,113.9134903,140.6650391,45.15647125,-32.97637558,119.4983673,45.14867783
140.5482635,45.11325073,50.46372604,77.99539185,194.7498779,78.19670868,111.5853653,143.5778809,44.9500351,-29.9969902,122.0400314,45.47908783
140.8824463,44.60760117,47.88010025,79.45970154,198.5868683,80.65526581,110.8521423,147.1328583,47.70734406,-26.90760422,125.0134506,48.12945175
141.1936493,44.01078033,49.38360596,79.77666473,199.9196777,81.4796524,111.3099518,147.8499756,50.34210205,-26.73467445,126.8505402,48.31919479
141.9016113,43.70307922,49.74190903,83.3531723,201.386322,81.89898682,111.3715439,149.2142334,53.54541397,-24.6385746,126.6104736,47.57112122
142.8126068,43.1270256,47.63065338,83.48825836,,84.75382233,110.1504898,152.048645,55.74103165,-23.91165352,127.7536011,48.36060333
145.7403412,41.39353943,46.3862915,85.01622009,,87.68424225,108.1866226,153.9757843,56.15359497,-21.28939819,128.8230438,51.26028061
146.6142731,39.16334152,44.45329285,88.13113403,,90.92556,110.3268433,155.5083771,58.83526611,-21.61582756,130.8905487,52.3373909
146.5748138,36.40888977,46.42497253,86.75071716,,93.17469025,111.2233047,157.741684,61.71089554,-22.19582176,133.3996277,54.52907562
149.3805847,34.29979706,44.97799301,89.23967743,,95.14763641,109.5391617,158.6478271,61.56381226,-19.61409378,136.8354034,54.40376663
149.3240662,33.82958984,43.63733292,86.67288208,,95.49546814,110.3200378,161.6855927,64.37838745,-19.2746315,139.1612549,57.44487381
147.3929443,33.69779587,42.11113358,88.8549118,,95.91625214,114.8999329,164.7070618,65.33391571,-19.33670998,142.5929871,57.31197739
147.7339478,31.57021141,40.31109619,91.22049713,,97.24891663,116.5596466,168.4085083,65.34699249,-16.1560173,145.9933014,55.42897415
148.4715271,28.66420746,42.08744812,93.51361084,,99.57966614,116.7645187,168.8092194,65.97379303,-14.10974312,146.0929108,57.08908463
144.6381683,25.75933266,44.71934509,97.03881836,,99.3629303,114.8523865,171.8626862,68.46421814,-13.96992111,146.2162628,57.74926376
144.9682922,23.68144608,46.09874344,100.0791931,,99.18671417,115.3437271,174.563324,68.86114502,-13.41383648,146.2474823,57.71610641
145.115921,21.53273964,49.51806259,101.5645294,,99.92966461,112.7519379,175.9317932,69.75262451,-14.16885948,145.7221832,58.21304321
145.989975,23.16484833,50.80045319,104.6594086,,100.3501968,109.6066513,179.2799377,68.50505066,-11.36209774,148.2583618,61.55614471
147.239502,20.91692352,50.9016571,107.0026245,,100.6696243,110.2061005,182.3201752,69.08542633,-8.553422928,151.1101837,63.50382233
147.6780396,18.26119423,53.30578613,108.5081406,,100.3826828,111.2399979,185.0428619,72.36387634,-5.834673405,153.6545563,63.9608345
149.7717896,16.76252556,53.4621582,110.7865982,,101.0070419,107.5139542,188.0507355,74.88931274,-5.842898369,156.3370667,64.92063141
149.9392853,15.91710472,54.33950424,111.7382126,,101.252449,105.1824799,190.912674,77.9538269,-3.139201164,159.1157074,64.74985504
149.6646729,17.93255043,56.93827438,106.6952362,,103.6139984,103.0563049,187.7600403,80.35246277,-3.232881546,161.6014099,66.02888489
149.8849487,15.41709042,59.64019775,109.0600281,,103.243103,101.5778656,191.3661194,84.64366913,-0.340546936,163.5823822,67.25463867
149.7071838,15.34461594,62.55711746,109.169075,,103.4880981,100.761528,194.2157593,85.90823364,2.388383389,163.7593384,70.94937897
149.4212494,15.88781929,61.96099472,109.1718903,,103.0750046,99.61636353,197.5262451,89.15080261,3.76333499,162.2301178,71.02416992
149.2626038,15.46792316,61.97144318,109.1082382,,104.730484,99.74448395,199.4689636,92.16523743,3.340068579,162.7212982,70.82567596
149.0525513,13.15753841,61.27799225,111.5967102,,104.5608444,100.0025406,198.2116394,95.04669189,6.13546133,163.4521332,74.18733215
143.2325897,13.03643608,62.84319687,111.7577515,,106.8262863,98.37192535,196.532074,96.96541595,9.089743614,164.3338928,76.90044403
143.1167297,10.5726099,62.48876953,114.5059433,,106.9909363,95.73806763,200.3926544,99.17431641,12.66565418,164.3300934,79.69100952
148.5390778,8.886800766,61.87597656,117.3731384,,109.3204269,98.56951141,,100.9057617,16.83851242,163.1144714,83.13704681
152.2988434,9.090265274,58.62827682,118.5855026,,112.1776199,95.15559387,,104.0154648,19.95747566,165.6693573,83.38450623
154.3608704,6.531381607,59.7111969,117.9283447,,115.2412262,94.05252075,,106.4495544,25.76360893,166.2569427,78.58068085
153.7104797,4.235064507,58.11088181,115.5534515,,118.2130356,89.0766983,,110.89814,36.16895294,166.9634705,81.14606476
150.2632446,1.521687746,58.51338577,115.1726608,,118.3827972,89.53920746,,107.3057556,40.99357986,167.8137665,84.46194458
150.1968994,-0.796922743,58.55208588,112.3967361,,117.8345337,92.77198792,,110.2289886,44.00100327,168.8200226,87.3237381
149.8771973,-2.743347645,59.06429291,114.0415878,,119.7218704,92.46297455,,112.5919571,46.11435318,169.7701263,89.75888824
149.0629272,-4.718809605,62.13923645,116.2999878,,123.1678848,95.3225174,,115.5501633,47.34444427,170.0676727,91.85248566
150.8724518,-4.439071178,64.72796631,115.3582916,,125.5988617,93.93280029,,118.9168396,52.89916992,170.1463776,92.15671539
150.3214264,-4.641664505,66.99152374,116.3124313,,128.4363098,90.55877686,,118.1151962,56.05950165,171.2059631,95.41809845
153.5937653,-5.68804121,67.35088348,113.9569321,,130.9826813,90.57595062,,120.8746414,60.96138,172.0001373,97.27880096
153.2374115,-5.677785397,69.57978058,115.9868774,,133.0263062,94.23229218,,123.1163406,62.17420197,175.2112122,94.24121094
155.5776367,-5.771570206,72.44403076,116.5684204,,136.7614441,93.96777344,,124.9529266,66.31195068,173.3105621,94.24307251
151.8084412,-7.927837849,75.46448517,112.9358368,,140.019165,93.78355408,,125.3265991,67.43760681,171.0950623,97.11588287
153.8808136,-10.58313847,78.01068115,113.1704254,,141.9862366,92.93332672,,128.3099518,67.67964935,171.4217987,100.0276642
153.5083771,-11.03726482,79.15013885,113.7769928,,145.9044495,93.63735199,,131.3365326,69.17855072,171.7386475,99.77838135
153.5550232,-9.631532669,79.81196594,116.1749573,,148.1519775,93.50818634,,134.3656464,66.29483795,172.0183105,100.1848373
155.5319519,-10.9485178,82.49813843,118.4983597,,152.2885284,97.47154999,,136.5550232,66.33817291,172.3808441,101.131813
158.1677856,-13.85139179,82.75408936,120.089241,,154.7807007,98.26177216,,136.2416229,65.51651764,170.9724731,101.767334
160.8135071,-16.61717606,85.68791199,124.5500946,,157.1089478,98.3419342,,138.8550568,68.34255981,170.3931427,98.4978714
160.6703186,-19.3449688,85.71709442,127.311058,,159.4616241,98.46526337,,139.1194763,68.64218903,169.0621033,94.42622375
160.633255,-21.29336357,86.5147171,130.0318756,,162.5105286,98.19946289,,139.3862457,68.55031586,169.0900879,94.05690002
160.6652374,-20.71531677,88.52921295,132.4692078,,162.9602356,100.8470993,,138.1517181,71.2617569,168.2050018,96.02984619
160.6899872,-20.73106003,89.75590515,134.5323944,,163.7268982,100.9599075,,140.6876984,74.1811142,169.2716827,98.87326813
160.4397583,-21.29161263,92.17946625,137.6928864,,164.4889832,104.8159256,,144.9939423,75.84542084,169.3503113,97.24513245
158.2678528,-18.51859665,93.04794312,140.5324097,,164.5185089,106.2332382,,147.9190063,80.9823761,167.9066467,98.72907257
158.0614929,-16.29835892,94.00881958,139.6026611,,167.1018372,105.2207489,,151.0294342,85.67206573,168.6629944,101.1220398
161.4364014,-14.28191376,94.21955872,143.1425476,,170.0385742,103.941597,,149.1026306,86.07362366,169.1804047,101.5136414
161.3857422,-11.71349716,94.58275604,145.4860382,,173.5110016,104.4425125,,152.0983582,85.16830444,171.5845337,102.9786682
161.2875061,-9.520382881,94.56324005,148.1697693,,176.7251282,105.6853943,,154.3016052,86.64333344,174.2169647,102.8795471
172.2954559,-8.06847477,95.18897247,150.7801208,,179.4792023,109.2878189,,156.2807159,86.38147736,173.9782715,106.1654968
171.836731,-5.643498898,92.98873901,153.4364624,,182.1421204,107.0814819,,156.6840668,89.95549011,173.9607239,106.351387
172.2988586,-1.801219344,94.25942993,154.5090637,,185.2249908,107.6972504,,159.5324249,92.9968338,174.4945679,108.3722153
172.5950165,-3.57076335,98.10374451,156.0097198,,188.1663361,107.3533859,,160.5279999,93.00954437,174.0475159,111.331459
173.6404266,-3.930970669,100.2142029,157.3488312,,188.6813812,107.5890045,,161.0155487,94.36264801,176.4500275,112.8108597
173.1735229,-1.989485502,100.9286194,157.471756,,189.5271606,107.8515549,,160.8488007,97.76171112,172.6787872,115.228363
172.6916962,-0.068015337,103.6639099,154.4680786,,192.1229553,111.0188599,,160.834137,100.6943359,175.3541107,117.8511429
172.9123993,-1.33438766,104.3328629,153.6903229,,198.5405884,111.5268555,,161.2912598,101.8688507,175.0076752,121.1834488
173.1591492,0.643155336,104.6390457,153.3107758,,201.3581238,109.5446472,,162.1929932,105.6063766,174.9905701,123.4506989
173.2296753,2.805131912,105.0935593,157.5037079,,,109.5161896,,162.2162781,102.7356644,175.0975037,135.0921783
173.2839203,2.484173775,105.4746475,159.8294678,,,109.3249359,,162.4718628,106.6373978,175.7503204,136.7307434
173.1757355,4.930590153,106.1977997,160.4016876,,,108.8376846,,163.0606689,106.890564,176.3271942,140.0016022
172.7801971,6.791995049,107.8153458,160.8413696,,,108.6768417,,163.6296234,107.0115891,176.5241394,141.29422
172.0678711,8.776820183,108.8510437,163.2998962,,,108.9664078,,166.881073,107.878952,177.2414093,139.321228
173.5150757,10.05747986,109.435173,160.6908722,,,109.1206818,,166.6783447,111.1775742,177.2044373,138.8349152
173.9090576,13.41923809,112.3436966,160.9199371,,,106.5006332,,168.6296082,114.7001038,174.6453857,138.407486
173.1142273,14.28645802,113.1327972,160.5744476,,,107.1801376,,169.3748627,115.1721344,174.3517609,138.1233673
172.6251221,13.4491272,112.7680893,161.5398407,,,104.2532959,,170.2808838,118.0508347,172.3689117,136.0921783
172.7250061,14.1381464,115.5449524,159.956131,,,99.94172668,,170.7559662,118.4362183,173.2189941,138.7360229
169.9720306,15.86749458,118.09758,160.2955017,,,99.76784515,,168.4266357,121.2103806,172.6861877,138.0251617
167.9979858,18.63080025,121.2558746,160.5316772,,,100.192543,,166.3030701,121.8397598,172.3330231,140.595108
170.9025269,19.42238426,123.1940002,162.7892456,,,100.6895523,,165.7989655,121.9689941,168.0722046,140.2029419
173.8114624,18.7120266,125.3956604,161.5343781,,,101.4295044,,165.7741547,124.0503311,162.8122101,140.3295135
173.5945129,21.99884796,122.8570023,162.1002808,,,101.7130127,,166.0198059,124.3697052,155.9816284,139.870285
176.2999573,21.77871132,122.4248505,158.2790375,,,100.0788116,,166.0377655,128.1691742,159.4128265,140.237793
176.3460541,25.86166954,124.7325287,158.7165375,,,98.18746185,,163.6443024,125.6709671,162.3508911,142.3298187
175.7940369,25.96027374,122.3021088,158.9845276,,,98.20492554,,163.2046509,125.9579163,162.4844818,145.52388
175.9085693,28.8602562,124.2218246,161.5135193,,,100.7147446,,163.4249115,123.6159821,162.4720001,145.425354
177.7454681,31.86661911,125.7176971,165.4600983,,,103.2900238,,163.4707184,123.1977692,163.4495697,137.1156158
176.6685791,31.33911324,126.3494263,167.9207153,,,102.8895493,,163.3948059,123.1218185,168.165741,139.6406708
174.2093964,33.36572647,128.9605408,165.3509064,,,103.3963318,,162.4632568,124.9981155,173.2483826,140.5013123
174.6565857,34.41066742,126.9351959,165.1737061,,,103.3830338,,162.3900146,127.5459442,173.1673584,142.5548706
175.0253143,35.26583862,128.9354095,165.2956543,,,106.5511932,,165.7005615,128.6324615,173.1159668,144.4839783
172.7031403,35.21539688,131.2563171,165.6554108,,,109.2519836,,166.0328674,126.4311905,173.3575745,146.2771301
174.8033447,33.76188278,133.5299835,163.4118958,,,111.7117615,,166.9837799,124.9162064,179.1500397,142.6723633
176.8275299,34.34647369,136.1401367,162.7417297,,,114.4444122,,169.8200378,125.6976471,178.7200623,146.1319427
176.1624451,37.37413025,138.6414032,159.3028564,,,117.1472092,,168.4505615,126.2411957,178.8717957,139.2706299
176.2837982,42.70866013,139.890564,159.2504578,,,119.5156631,,171.213089,126.9238129,178.1275482,142.4817505
176.3434296,46.32721329,142.7773743,160.3812103,,,122.2305984,,173.570343,127.1828156,178.9531555,145.7099457
176.109375,49.04162979,142.7723236,160.6655121,,,124.6144714,,173.7015533,127.1963425,178.8546143,138.2666779
177.1725311,48.44480896,145.984726,160.9271545,,,127.2333603,,175.4188995,122.1477509,183.4019165,140.1349487
180.2371063,49.48021317,148.3113251,163.7655334,,,130.3941956,,177.8855286,116.8194427,183.8114471,140.1017151
182.9462585,47.63063431,151.8694305,159.3365173,,,133.3533936,,177.3579712,116.9639816,184.1068268,137.4499359
185.6566315,47.41381073,152.4982452,159.6385803,,,136.1643677,,176.5716858,114.0222702,185.0131531,132.4906006
185.0818787,49.03939819,156.1439362,155.2926483,,,136.3007965,,175.642746,114.5850601,185.1946869,130.6144562
184.9293365,51.6824646,160.0624695,155.0112457,,,138.6469727,,176.7119293,114.806839,186.8264771,130.1266327
184.3088531,53.89577866,163.574585,150.5806885,,,141.3118134,,179.2686157,115.4894257,188.6257172,124.2466583
184.2346954,53.53458786,167.811554,150.687149,,,140.2290344,,179.6738739,118.4803543,189.1647644,119.3066177
187.2246704,56.35879898,168.2417908,153.5465393,,,143.3173065,,179.5268555,122.0480423,189.4586792,111.9758987
187.3342133,58.32684708,170.9735718,149.3573914,,,143.8084717,,182.528717,122.7740402,189.720459,111.1156464
187.6307831,61.23160172,173.3486023,152.1223297,,,143.907074,,182.5978394,125.5844955,189.9815216,103.5090637
190.6560974,64.13633728,174.91008,151.2254181,,,144.1096954,,182.6478424,128.429718,190.0631104,105.5455704
191.0276642,64.64554596,177.4042206,148.7674561,,,145.1991577,,185.1143188,128.7116394,189.9550934,100.3297348
190.8838196,65.07348633,178.0950775,149.1306152,,,144.8735199,,187.1588287,129.5102692,192.9462585,95.62895203
195.7241211,65.06620026,179.2976532,148.6349335,,,149.046402,,187.5413666,129.8256378,196.1797791,91.20435333
195.7651062,67.41099548,181.2150726,148.0055389,,,148.7171021,,187.080246,132.733017,198.933548,87.72498322
193.7492523,68.43182373,181.6209106,148.6526031,,,151.5522461,,189.4438782,136.5221252,202.3884583,86.5007782
191.4239197,68.25362396,183.3122864,148.6526794,,,155.3071442,,193.7984772,136.7672729,,86.49182892
187.8765259,70.15627289,183.9931183,149.1691284,,,155.1900177,,195.7125092,137.2287903,,87.66601563
187.9088135,69.13295746,184.4698944,149.6806488,,,156.2081909,,193.2545471,137.7264252,,86.20566559
188.0939484,71.42253876,187.1301575,150.1424561,,,160.942215,,193.6856232,140.7795868,,88.51877594
188.3531647,71.92637634,187.4140472,150.8053589,,,163.2328186,,193.5596313,140.4969635,,88.92167664
188.2152405,69.98229218,187.4061584,157.6774292,,,163.9297485,,194.1093445,143.5133972,,87.8913269
185.4180603,73.03012848,185.1253967,157.8353577,,,166.1665039,,194.276886,143.996048,,87.36737823
181.938736,75.69437408,185.3833923,158.4100037,,,164.9170685,,195.9165955,141.4964142,,86.95115662
182.2687378,74.99460602,188.3256378,158.8166046,,,167.4201355,,195.3310394,139.9263306,,89.67352295
182.7861023,74.74736023,189.122818,161.7628479,,,162.9178925,,195.2587738,141.1435242,,89.94026184
183.0073242,76.53533936,192.768158,162.091217,,,161.9595337,,195.4084778,141.1026001,,89.81702423
189.0923309,78.51566315,193.5356903,164.1939545,,,164.7114258,,193.4033356,141.5348969,,89.91174316
188.927124,81.69044495,194.4295349,163.7759094,,,168.4441833,,193.5434418,139.6525269,,90.09063721
188.8231812,82.96574402,197.9439545,163.1309204,,,165.0936279,,194.6985931,143.0754852,,90.13656616
189.0301514,82.65180969,202.0379181,163.7162781,,,164.8147736,,192.6067047,142.7479248,,90.09437561
188.9714355,85.92284393,,167.056015,,,169.3639374,,190.845932,143.6455536,,96.86714935
189.7120819,89.17473602,,169.6043701,,,174.9801331,,191.683075,144.1218109,,96.89505005
193.4087372,91.12039185,,172.2624664,,,179.0776062,,197.7682953,144.7387238,,96.60179901
194.3540039,93.90918732,,174.7258148,,,180.1971893,,197.6531525,144.6353607,,94.85677338
194.6307983,96.09480286,,175.0023804,,,184.5816345,,197.0093384,145.0740509,,95.30740356
197.8846283,94.55075073,,175.8671112,,,185.0076752,,195.9897614,145.4802551,,95.46709442
198.1730499,96.04959869,,176.6454163,,,187.875885,,195.9994659,145.4334717,,98.12924957
200.9821777,97.69971466,,176.8352203,,,190.9937439,,199.8186493,145.622879,,97.60562134
,99.20251465,,179.2782135,,,190.9346466,,199.6353149,145.915451,,98.93300629
,98.50713348,,179.5184784,,,191.707077,,197.7562256,147.9997864,,104.3425903
,101.291893,,179.9485931,,,191.547287,,198.4933014,147.5375061,,104.4308701
,103.2643127,,184.681778,,,194.6120605,,201.2065735,149.2404938,,104.4098206
,105.6212463,,184.9332428,,,190.3932037,,,153.1772766,,104.9881363
,105.422226,,185.583313,,,190.4218292,,,154.3270874,,105.5408173
,105.6996918,,185.8773956,,,191.5548096,,,158.2956543,,97.20603943
,107.1635742,,185.530365,,,191.4383698,,,161.6380768,,94.03446198
,109.8875885,,186.1808929,,,191.6988068,,,165.4944153,,91.39281464
,112.7033691,,186.3691406,,,191.9797516,,,165.6356812,,94.90358734
,114.7676315,,185.8370361,,,195.0606995,,,167.9937286,,100.0161438
,115.7783813,,185.7337952,,,195.3067932,,,171.2082367,,97.31828308
,117.8175507,,187.321991,,,196.4874268,,,171.7891388,,98.03284454
,118.067749,,188.0341034,,,196.6241302,,,171.4565887,,98.33181
,120.4555206,,187.8409119,,,196.5184479,,,174.0428619,,99.9720459
,120.0696411,,187.5668945,,,198.9130096,,,173.7854156,,98.80477142
,119.9055557,,192.0476685,,,200.4688263,,,173.314209,,96.81114197
,119.6761246,,192.1012573,,,,,,176.2447052,,99.16255951
,117.8318481,,192.2889252,,,,,,180.0723724,,99.84699249
,118.7231522,,192.4010315,,,,,,180.1081085,,99.9848175
,116.2951355,,192.1363068,,,,,,183.3716583,,99.66096497
,116.28582,,192.7682495,,,,,,184.5100403,,102.7487869
,113.4428635,,193.3835602,,,,,,182.4547577,,101.1052246
,114.9760895,,193.9469757,,,,,,185.1837158,,100.2019272
,118.048851,,195.3664246,,,,,,187.2789459,,99.07583618
,118.7946091,,195.3473969,,,,,,187.7674408,,98.59928894
,118.2812195,,199.7625427,,,,,,188.0900269,,98.45202637
,119.7974548,,200.7196198,,,,,,191.1739655,,98.13426971
,116.3124695,,,,,,,,191.0971222,,98.08986664
,116.0238571,,,,,,,,194.2168274,,96.73018646
,118.4331741,,,,,,,,193.7614746,,94.91366577
,118.6209106,,,,,,,,197.1760864,,90.45637512
,118.9687195,,,,,,,,196.1259766,,91.5495224
,118.9564667,,,,,,,,199.0000916,,88.92423248
,119.3744431,,,,,,,,198.8035431,,86.99882507
,118.838501,,,,,,,,198.259964,,87.02681732
,118.1143951,,,,,,,,201.2200012,,86.61064148
,121.9462357,,,,,,,,,,88.25968933
,122.201622,,,,,,,,,,91.92642975
,123.6055679,,,,,,,,,,91.98857117
,124.0530472,,,,,,,,,,91.6896286
,126.5149155,,,,,,,,,,91.77380371
,129.783493,,,,,,,,,,93.73303986
,130.8150177,,,,,,,,,,91.97289276
,132.7859192,,,,,,,,,,91.4468689
,129.1000977,,,,,,,,,,92.35133362
,131.4712524,,,,,,,,,,92.10948181
,131.3602295,,,,,,,,,,92.74651337
,130.4004211,,,,,,,,,,100.9185181
,130.5281067,,,,,,,,,,94.78716278
,129.2050171,,,,,,,,,,91.37182617
,128.6570435,,,,,,,,,,91.6776123
,128.6143036,,,,,,,,,,92.31928253
,127.3432693,,,,,,,,,,92.90040588
,130.6377411,,,,,,,,,,98.61546326
,131.0242615,,,,,,,,,,98.68367004
,130.9130707,,,,,,,,,,106.2637558
,130.4092865,,,,,,,,,,106.4558487
,129.8231659,,,,,,,,,,105.6205368
,130.4709167,,,,,,,,,,105.8291245
,134.3116913,,,,,,,,,,106.0520401
,135.2241669,,,,,,,,,,108.8379745
,140.1007996,,,,,,,,,,111.2611084
,142.7883301,,,,,,,,,,118.5628357
,143.7332001,,,,,,,,,,120.3626938
,143.683197,,,,,,,,,,122.5109253
,143.476532,,,,,,,,,,128.4050446
,147.3278809,,,,,,,,,,133.884903
,144.0326691,,,,,,,,,,141.4248352
,140.9793396,,,,,,,,,,145.4829407
,137.0205994,,,,,,,,,,153.0337372
,136.3113556,,,,,,,,,,153.5165253
,137.0211029,,,,,,,,,,161.3131104
,136.0190735,,,,,,,,,,169.0828857
,138.5507202,,,,,,,,,,175.7472839
,139.0881195,,,,,,,,,,181.8797607
,141.1113586,,,,,,,,,,185.2598419
,143.8112335,,,,,,,,,,185.462326
,143.8040161,,,,,,,,,,185.0190887
,146.7817078,,,,,,,,,,188.3186035
,145.0749664,,,,,,,,,,188.585968
,144.6963806,,,,,,,,,,188.3266144
,147.4801178,,,,,,,,,,185.6513062
,146.9755402,,,,,,,,,,188.8218079
,147.1380157,,,,,,,,,,189.042099
,148.0686646,,,,,,,,,,189.2975922
,148.3925629,,,,,,,,,,189.282074
,148.4700623,,,,,,,,,,189.4625397
,149.0693054,,,,,,,,,,189.6646881
,149.5388031,,,,,,,,,,189.7389832
,149.6660461,,,,,,,,,,189.6620026
,152.6663361,,,,,,,,,,189.8401794
,152.4608459,,,,,,,,,,191.0251923
,152.1863098,,,,,,,,,,188.1740417
,153.5275269,,,,,,,,,,188.4786682
,152.6127472,,,,,,,,,,190.8272095
,152.6374054,,,,,,,,,,190.9313049
,156.3633728,,,,,,,,,,191.1588287
,156.9546967,,,,,,,,,,191.148819
,157.8047638,,,,,,,,,,191.2031708
,157.2407684,,,,,,,,,,190.4195099
,159.7133331,,,,,,,,,,190.4184265
,156.7290497,,,,,,,,,,190.2076263
,156.9065552,,,,,,,,,,190.5258331
,157.4482727,,,,,,,,,,186.3818817
,155.7613373,,,,,,,,,,186.3801117
,155.9176331,,,,,,,,,,194.938385
,156.3720703,,,,,,,,,,197.7501831
,156.0097809,,,,,,,,,,200.1722565
,154.8355713,,,,,,,,,,
,155.2185364,,,,,,,,,,
,156.4822845,,,,,,,,,,
,156.2082367,,,,,,,,,,
,156.2709503,,,,,,,,,,
,155.3620148,,,,,,,,,,
,156.5253601,,,,,,,,,,
,156.6130219,,,,,,,,,,
,157.1214142,,,,,,,,,,
,159.5539246,,,,,,,,,,
,158.5290375,,,,,,,,,,
,161.9110107,,,,,,,,,,
,159.3674164,,,,,,,,,,
,162.6633911,,,,,,,,,,
,162.253891,,,,,,,,,,
,161.8669586,,,,,,,,,,
,162.0611115,,,,,,,,,,
,162.6291046,,,,,,,,,,
,162.5292358,,,,,,,,,,
,166.0650635,,,,,,,,,,
,167.2734833,,,,,,,,,,
,166.3960419,,,,,,,,,,
,163.3142242,,,,,,,,,,
,163.0527496,,,,,,,,,,
,163.4795532,,,,,,,,,,
,163.6482697,,,,,,,,,,
,164.2084503,,,,,,,,,,
,164.8705444,,,,,,,,,,
,164.393692,,,,,,,,,,
,164.3576508,,,,,,,,,,
,165.0596008,,,,,,,,,,
,165.0099792,,,,,,,,,,
,164.7499084,,,,,,,,,,
,164.7709351,,,,,,,,,,
,165.2774963,,,,,,,,,,
,165.6351929,,,,,,,,,,
,168.6738892,,,,,,,,,,
,169.3726044,,,,,,,,,,
,170.0371857,,,,,,,,,,
,170.8496552,,,,,,,,,,
,174.167572,,,,,,,,,,
,172.3270111,,,,,,,,,,
,172.8196106,,,,,,,,,,
,172.8740997,,,,,,,,,,
,174.6660461,,,,,,,,,,
,175.755661,,,,,,,,,,
,175.9182434,,,,,,,,,,
,176.2526703,,,,,,,,,,
,177.3968506,,,,,,,,,,
,177.7010956,,,,,,,,,,
,176.938797,,,,,,,,,,
,177.60112,,,,,,,,,,
,178.5221558,,,,,,,,,,
,177.910202,,,,,,,,,,
,178.4416046,,,,,,,,,,
,178.7241211,,,,,,,,,,
,179.0852356,,,,,,,,,,
,179.3421021,,,,,,,,,,
,179.0690155,,,,,,,,,,
,182.3894196,,,,,,,,,,
,185.7201691,,,,,,,,,,
,189.8700562,,,,,,,,,,
,190.5199738,,,,,,,,,,
,190.9758301,,,,,,,,,,
,194.6148529,,,,,,,,,,
,194.9090576,,,,,,,,,,
,193.0429993,,,,,,,,,,
,193.1626434,,,,,,,,,,
,193.014267,,,,,,,,,,
,193.7522125,,,,,,,,,,
,194.2528076,,,,,,,,,,
,196.6022186,,,,,,,,,,
,194.3396149,,,,,,,,,,
,194.6995087,,,,,,,,,,
,195.3989868,,,,,,,,,,
,195.764801,,,,,,,,,,
,198.7554016,,,,,,,,,,
,201.5492554,,,,,,,,,,
