Batch_Size_24,Batch_Size_32,Batch_Size_64,Batch_Size_128
159.706262,166.3508956,122.602801,160.0288074
259.0725606,146.606547,140.3363419,211.1819865
186.9786326,219.6012319,58.4936727,133.5043818
263.9444885,242.4704437,224.3988749,87.2371378
242.4696248,-50.97722373,-75.49976097,265.800944
255.5565745,-53.01873395,235.2854869,155.3015785
132.36964,141.8898341,-92.97314453,248.7979228
210.9767049,239.7500458,45.75749746,-94.93933615
239.7442119,211.0972519,53.56887905,242.6901703
256.5421092,173.2678757,106.2373479,173.8503336
186.1160609,98.05303195,48.46492004,52.47445806
255.0943756,-63.83937264,170.2550213,-60.50153476
249.1277618,222.668129,-101.1353992,247.9762319
195.0929591,226.2131348,109.2233683,-71.93115747
147.6271098,256.3741074,89.75273608,207.5903371
223.3119456,278.4976654,89.62688447,188.8616174
264.0688578,227.1548996,18.58252587,-43.52459081
244.3108368,112.5642724,170.3754444,260.1569214
244.3970897,246.4811783,156.0734749,97.79496955
239.8637695,230.1972885,120.8863474,108.5034383
262.0877024,71.49205018,106.2538859,20.76801937
147.3933741,270.4259949,95.89850616,28.90103628
73.5358683,73.2327385,173.8541304,83.15004987
253.3777313,-31.78219223,104.9633433,-23.30719757
45.0009206,258.2793961,276.3564249,124.2503103
239.8225454,259.7759705,100.6563873,270.0348256
140.5822703,143.3305378,184.5785782,265.2609914
255.8554026,114.8832283,70.5030721,265.7543386
263.9881694,247.6828843,229.6331075,114.8598633
251.424825,245.8075257,251.5613454,230.0366415
131.4272092,272.7469177,166.4089413,27.88602705
286.2596486,273.7790833,86.0309957,-63.40426382
158.2568213,226.3121872,229.371226,57.53322188
242.3223826,264.078186,227.0518392,186.3916372
275.448405,252.3635101,167.5407093,36.81013363
257.5083262,205.1064911,263.4598287,240.1520386
263.4815216,255.1595765,277.5306091,242.3232473
272.0326335,228.155983,208.6289927,253.8773498
121.4063441,132.2365236,269.16804,256.5924988
115.5336965,130.2626919,149.4475581,249.9861705
121.7548251,248.9472504,245.1472626,257.4689128
246.3960267,246.9081192,137.7695643,152.8381983
296.8493042,255.0380707,243.8086192,273.3436889
120.6400833,242.1152115,253.6974487,183.7525419
6.4042969,221.9923249,-0.056142827,258.300532
198.4573364,146.4819164,112.0844116,164.223601
258.5952225,264.8696213,236.7233531,97.452713
291.2590027,248.4666291,192.6536128,273.69163
111.7466927,146.5035209,96.1842651,164.1416944
257.4855271,117.9152383,250.0416972,12.81193033
243.6153183,220.3523941,114.4560242,77.60428873
235.7574844,120.5174446,-44.01310619,270.2381541
109.4595304,95.88126755,254.8505605,257.5344747
121.9095349,238.0961152,59.92277177,266.7833862
185.8452378,224.9307099,223.0052846,171.4756369
-41.5018158,263.2093506,260.043335,261.7759806
-24.17926503,116.930193,28.23396813,246.1751251
-11.7041397,244.3395844,106.8497467,-102.3511028
109.1003799,273.5854187,139.5219523,231.1000061
144.3578979,154.2837534,120.4442062,213.4128011
97.73728942,119.8654222,109.5633392,230.1672516
-92.32547,125.5833004,236.0394694,49.55125302
231.9636841,239.6926041,41.4139608,160.9721635
-25.13680265,251.035614,234.9889323,192.1945954
-37.1246185,115.2032089,92.97297106,277.8884176
255.18116,-8.2783356,132.5008281,109.5491282
236.6478271,258.0876465,109.5621262,176.9293098
213.2725677,123.317791,170.311927,48.9622294
286.6661682,216.2435913,20.98456193,191.5314267
220.9445648,268.0053711,262.383138,191.3447444
272.5618896,248.0335388,134.9856771,265.6694285
145.1673889,231.6726837,254.8957214,128.0460866
55.01276016,249.4632111,198.5310822,261.8818156
-12.51111603,135.3361117,243.5742188,175.5909493
3.723204613,129.3916445,143.6556397,171.2266312
246.1424408,248.7569886,232.2729493,98.17275208
177.8950043,235.0613251,223.6105652,152.4401411
279.3616943,122.3087702,283.4496307,268.5765635
66.09064484,110.6678445,268.4830857,192.265557
251.4041443,259.8917008,-160.3543549,126.9713847
-337.8514099,234.632576,82.12337875,-150.3621521
264.8724976,226.1912384,234.9303513,201.6054713
57.69126511,34.16959002,241.0838699,63.90114467
249.2765045,227.2254334,263.6597367,185.277401
234.2100677,152.1970711,239.9736481,284.0413411
240.3068085,133.1821349,261.8612214,199.374443
263.631012,259.9845429,97.13326645,281.5271505
225.150238,230.4781265,251.8821564,109.4742012
224.7719269,240.7776261,276.6460876,249.2358653
245.6058502,239.7383194,272.1792145,286.698466
238.3869629,255.6399689,231.2337037,289.2165425
250.6000671,-5.9690399,150.2842979,247.0542399
215.7462769,114.8072281,94.15079879,179.0382945
242.5119171,276.0547638,239.800354,265.3178202
13.99189663,250.1484375,236.9666214,124.8226319
265.6570435,119.8095951,265.6858979,276.8483988
294.8321228,159.8818474,160.6317024,264.7120768
264.8037415,-4.8178177,242.4344483,246.3052317
229.5103149,237.0821915,246.1707687,138.1501236
244.082428,264.3292084,278.5585022,156.7155863
247.4771271,31.76288986,251.7955094,273.0396881
225.1987305,220.2192688,119.8958397,51.07856114
273.671814,280.6668091,135.6430931,260.9898885
283.1005859,271.3789063,58.91534805,64.5862325
-37.48772049,295.848053,231.1417465,181.0809059
232.7189636,149.9937592,138.7076165,258.1547903
-9.342618942,213.5286713,43.68657685,64.39993572
-36.13845444,291.1812744,141.7517872,79.42590333
232.2228546,281.3757324,165.8300457,-43.27456031
15.60033607,-34.37039948,165.5994158,240.7479655
15.80873299,-4.224928379,69.22221373,163.8425751
224.3369293,258.6950378,86.60520079,266.380839
297.3843689,244.6343384,122.2934249,135.0363719
-503.5558472,250.1676025,-0.13912965,260.034729
10.01630783,212.5796051,254.0300904,246.9467367
-35.33164597,257.2415466,-21.95411685,268.0863851
195.062149,254.3345795,261.2254334,187.3319625
215.2794342,254.1300354,139.2885056,156.7170487
264.2049561,22.06162643,170.7724495,251.324
288.936554,3.655302525,259.8097763,170.5499191
294.026886,228.8974152,249.233551,235.8564402
28.81179619,292.3804626,115.403986,142.6184184
277.9386902,292.6607361,277.8595887,268.3489533
22.51176262,302.4966736,84.89478686,263.352712
189.1161804,277.137207,231.4373779,260.7889913
257.8844299,292.4446716,38.49809265,70.1504008
262.4303284,272.8778076,250.8750763,249.8024699
237.8855591,274.4120178,296.0009003,134.1872457
221.5102997,-211.0970001,236.2252121,128.1578878
236.0599213,234.4711304,240.7318878,252.6200358
268.7273865,291.200592,40.06951905,156.5298411
278.5057983,268.0169373,245.7644959,273.0274201
230.6179962,240.1330566,235.6999512,106.2741184
197.552948,297.2716675,-36.72382832,267.7291107
255.3442535,216.438324,254.7655335,196.3536148
237.7978363,307.4907532,-170.0051575,108.3464966
271.4949646,215.7457275,272.8222657,92.20872881
217.8914185,3.156008959,276.050293,132.5540319
263.0415955,-2.004805088,270.8015595,126.1313296
275.2098694,250.6600494,254.1196213,238.1754532
265.8586731,230.123703,192.1652451,-150.7161102
243.0753479,237.9050903,8.06970215,123.3694124
259.7891235,247.3641663,226.226326,249.4910355
265.3200684,246.2927704,254.490532,250.5935135
128.7198639,298.2816467,252.7141953,259.9653244
247.7111206,104.9756012,262.0279541,252.8074341
244.0619659,289.7528381,137.7591219,289.0056763
277.2093811,219.6018829,164.0906678,281.6413727
251.1975708,245.1597595,-93.17481995,260.4955368
232.1579285,243.0847473,227.7347641,246.6202317
239.9714661,229.7415924,-48.54554745,266.7984238
-8.516464233,293.3021851,142.3141962,238.9049454
197.0014648,263.2698059,244.167656,262.4007569
200.16539,261.9572449,22.60167695,128.9195285
298.6671143,259.6356812,288.6210785,261.540062
238.0364227,231.4793091,157.195528,275.47081
113.2387238,124.432663,241.0469666,239.0105591
244.6278534,234.0088348,53.5260849,32.67711635
259.1540222,230.7363281,268.2863465,-36.9846573
259.9577026,225.5982208,31.81279755,132.4318124
290.4942322,298.1081848,290.8301697,39.0447159
264.6158142,257.4653931,226.1156235,-14.06814575
287.0392761,320.4090576,254.6352082,-4.1635971
-4.73802948,236.6825867,238.4036331,145.8281822
277.9671631,258.1563721,257.4868927,270.386322
263.4963989,-491.0130615,103.7206383,66.0235596
249.5819397,-131.7602997,108.779974,29.7894592
237.6203308,130.0363159,261.1459808,272.3223419
279.7484436,242.9708252,254.0497208,121.3553372
206.9611664,-140.4717712,130.9049645,251.9871979
272.7081299,216.8004913,148.1333837,261.5353699
301.3745422,267.2309875,34.2472229,255.7119065
200.3563385,239.2363129,292.5587769,285.3434754
297.3651733,284.3946228,220.5074921,-5.65696764
234.1655426,258.7117615,209.1422272,173.7085762
6.000285149,285.8044434,-5.913135052,163.0641403
32.93116379,254.266037,-47.72966766,223.0497818
224.1938324,255.1194458,232.3258972,236.4420166
269.9768982,270.2564087,-53.26110077,-51.65250969
234.7997894,162.5970306,221.6648254,245.6670151
207.1438446,249.4520264,237.2094421,275.6106415
,271.1405334,262.0217896,230.7365036
,209.444458,246.2654877,48.7937393
,255.2078552,218.4520874,209.4572754
,235.029953,-164.3373871,139.4195878
,-263.1078491,-42.43733978,274.5939713
,253.8645782,5.811106682,252.088234
,273.6507874,61.40727997,84.67448805
,242.6680145,-6.517186642,266.7727356
,237.6382141,248.9607849,244.3875122
,284.4498901,302.5920105,237.7193299
,244.6266632,274.2442627,144.7792883
,299.5041199,-45.00444031,-15.6417389
,269.5551147,177.4620209,110.7378507
,248.4587555,287.4036255,261.937233
,274.8911438,41.908741,267.3245545
,,184.6968231,269.2996674
,,41.83462524,-6.6477203
,,279.4572449,265.0149155
,,134.6484375,61.3034973
,,262.5948181,275.043808
,,271.0190125,-236.5129471
,,280.9795532,294.6842194
,,190.781601,-38.6722565
,,45.99787521,-128.608944
,,-2.842699766,101.3190003
,,2.460267782,268.8810883
,,275.3978882,242.6647568
,,148.0494537,274.377182
,,239.1754761,-238.0217438
,,275.35672,-190.7089386
,,275.5245056,270.4337769
,,13.9012413,-97.04762268
,,-18.18902779,-29.75827408
,,21.70185471,271.6450806
,,-11.04570866,245.9792938
,,193.5067291,-366.0099792
,,-276.1997986,-24.87828064
,,-32.17204666,-232.4882813
,,180.4762573,274.8082886
,,209.3312378,225.3375854
,,283.8945618,-237.1408386
,,192.1348572,288.4195557
,,11.41288757,294.5228577
,,241.0854645,281.073822
,,-33.18184662,245.2834015
,,260.7580566,-100.8841476
,,0.41149196,267.4215393
,,241.1634674,262.7209778
,,263.7197571,265.2921753
,,260.3322754,-222.2893219
,,289.6195068,267.1585693
,,257.3920593,-226.5462189
,,251.8006897,245.0809631
,,272.1239929,228.1152649
,,257.7843933,278.0895081
,,261.0541077,252.0954437
,,-6.472626209,-21.66627884
,,242.8334351,-137.3002014
,,-4.014759064,300.3373718
,,178.7858429,267.2129211
,,0.566209257,278.8427734
,,224.3725586,260.2766418
,,251.5993195,267.2536621
,,266.7149048,37.63594055
,,233.023819,-164.2838898
,,268.6026001,259.4919128
,,249.7894897,-297.5669861
,,269.0816345,257.2102966
,,255.7945251,-37.15653229
,,244.6941833,47.41095352
,,49.72915649,237.4806671
,,230.3903046,278.5644531
,,197.9470673,14.89674282
,,249.2130432,253.8447418
,,56.85308075,254.7935638
,,260.7911987,242.4325409
,,245.9168091,262.0957642
,,239.1600952,268.9608154
,,251.2537537,258.2633362
,,20.16445923,249.7314911
,,250.2388458,51.734272
,,-59.52928162,294.9918518
,,53.81554031,298.7347717
,,250.0506744,-166.8006439
,,203.3963623,31.75062752
,,25.616436,275.4581299
,,60.68039703,37.86033249
,,187.6464233,-68.25592804
,,50.9409523,167.8295441
,,147.6357117,257.7321777
,,166.7789001,-2.940307856
,,-59.53860474,287.3851013
,,292.911438,-3.509917259
,,239.6410217,289.7843933
,,276.7659302,268.1313477
,,249.3937225,-210.610672
,,261.6544189,285.8621826
,,-102.9303741,296.7717285
,,265.3762512,241.6614532
,,281.7909241,-204.0023956
,,270.5081787,267.0007935
,,198.8131714,315.7084045
,,263.2712097,252.3585052
,,294.7746887,245.8645172
,,257.5554504,18.259058
,,-610.9533081,-152.7453461
,,-329.9619141,270.6075745
,,237.0334473,274.8992615
,,257.0211487,263.800354
,,281.5977478,-6.748860359
,,263.0778503,278.3614197
,,-336.3242493,-4.010281086
,,-225.1969452,274.3774719
,,-387.1384277,-90.25971985
,,243.3869934,-156.3632507
,,-35.3606987,-88.8498764
,,274.4553528,262.0725708
,,27.24702263,273.905426
,,-323.508728,285.3915405
,,259.2669983,258.955719
,,35.99203491,254.2117767
,,-226.6070862,-15.14180183
,,-132.489563,-89.95800018
,,-356.0624084,-83.14826965
,,259.642334,274.2316284
,,235.953125,268.7011414
,,268.6993103,-201.2670288
,,40.38303375,263.6358643
,,244.2509918,275.0322571
,,237.304657,245.1963654
,,259.6071167,261.09198
,,-278.2215271,-175.7218628
,,292.5055542,246.3378296
,,276.203949,202.359726
,,33.55485916,290.5411682
,,266.8014221,281.0010986
,,57.05187988,281.803833
,,267.7015686,49.18884659
,,250.7560883,282.5334473
,,244.5894775,251.0343781
,,275.6317444,278.0734558
,,-297.0783691,277.9778137
,,304.7242126,39.57849121
,,266.377533,27.36422729
,,292.0603638,269.2234192
,,-55.39785767,-195.8776855
,,-182.4042511,277.807251
,,247.5690765,225.5395508
,,-322.5074463,-60.54108047
,,237.297226,284.3716736
,,-51.14837265,279.0278015
,,303.9015503,279.355011
,,217.6931152,-245.1698914
,,306.69104,267.0159302
,,-341.8475952,275.649353
,,250.6463928,270.2893677
,,-142.6804657,243.3213806
,,191.9078979,231.5396881
,,280.2202148,-122.0104065
,,-189.1739349,-234.6657562
,,267.4077759,198.0398254
,,262.5093994,-194.3505707
,,89.58640289,253.7454529
,,242.7802582,218.4725494
,,-760.6923828,-116.4855423
,,249.5813599,-47.49497604
,,286.0791016,218.2105408
,,178.4298401,233.4491577
,,250.3773499,222.4304504
,,-47.81945419,-235.7085266
,,252.7037964,-141.261673
,,290.6441345,-14.85558891
,,282.6115112,222.1176758
,,262.190155,280.1307068
,,275.7567139,-206.6074677
,,291.6582642,225.868454
,,289.747406,247.5419464
,,290.8435669,287.2539978
,,231.5803223,-293.4103394
,,263.4610901,219.4845276
,,284.2887268,224.9412994
,,271.8978882,236.5233917
,,248.6765594,268.7103271
,,-321.9030151,-337.3479004
,,234.4351654,282.4471436
,,216.3504486,-139.1305542
,,266.0703125,-150.5679169
,,283.9702148,234.5750275
,,22.10171509,239.9316254
,,266.5663147,269.684967
,,254.0478668,-11.16170025
,,2.136083603,-153.5034027
,,8.220204353,-53.48572922
,,253.3032227,-199.0623474
,,9.908881187,-171.4880981
,,298.172821,33.50252533
,,14.69383621,-212.05159
,,254.5985565,261.0109253
,,26.34309578,262.877594
,,35.69934845,262.1008301
,,280.8807678,261.8934937
,,294.2246094,-447.4474182
,,42.09344864,0.959386826
,,25.44079208,-128.4947968
,,6.406099319,-539.4168701
,,-13.80480862,169.7310333
,,258.5842285,276.0863037
,,286.8710022,-145.2119598
,,214.2445374,-18.39924049
,,306.260437,288.710144
,,265.2643738,263.3522034
,,-74.39701843,281.7168579
,,201.730423,-435.1426697
,,-205.3034821,29.9528389
,,174.9875183,236.9703064
,,283.4854431,211.3162384
,,217.0218506,44.1279335
,,256.6555176,268.9884033
,,236.8657074,-384.4111328
,,257.1719666,265.8840942
,,208.261322,-1.294046402
,,-21.14528656,233.3958282
,,262.1176758,252.2718964
,,243.0518036,282.0209045
,,215.5988159,261.9490967
,,256.0680847,237.6401367
,,271.4966431,-240.12883
,,279.6820984,269.4917908
,,263.355072,252.4709778
,,257.3596802,289.1443481
,,269.9499817,270.5497131
,,239.6226196,-207.5840454
,,247.2311401,261.6358337
,,242.2866669,30.20446396
,,264.5714722,271.4416504
,,297.5580139,278.4691162
,,256.6321411,18.75560379
,,222.6923523,45.47373581
,,260.0863037,270.0793762
,,209.8748474,240.0118866
,,239.2510529,278.5740051
,,254.2337189,-15.61116505
,,282.6428833,32.03625488
,,278.8540649,-157.436142
,,272.7893677,30.83096886
,,270.1871338,3.900832653
,,209.8787384,-330.4177551
,,137.5702057,255.9191132
,,258.2002563,-57.60786057
,,224.5986176,-9.845287323
,,257.1804199,-288.2499084
,,190.6669464,262.9405518
,,249.9279785,279.6116638
,,266.7438354,256.9113464
,,-647.1586304,270.3929138
,,137.3997803,-132.7492218
,,254.3884735,291.1454163
,,257.3277283,295.8599548
,,272.1251221,291.46521
,,264.1102295,293.9058533
,,-245.7291107,-242.5647888
,,272.4844666,238.0873718
,,189.7489166,-66.58844757
,,250.0353851,-251.5844574
,,193.0902863,220.5342865
,,260.3775635,221.1735229
,,247.6173706,224.9990845
,,-518.6853027,249.5855103
,,-291.6723938,-260.6872559
,,-66.55182648,-431.933075
,,261.0911865,-366.8449097
,,195.9493866,242.3395081
,,304.7357483,-440.6795654
,,-10.16850567,-320.4139099
,,-478.5284119,242.1240845
,,-251.1351929,-348.1842346
,,-272.111084,255.7909851
,,46.35222626,240.636322
,,219.4518433,235.625824
,,281.7536316,-54.28348541
,,211.9840393,-18.8375473
,,-64.16014099,-114.3117371
,,286.8635559,-6.735109806
,,-61.82608414,-132.5357361
,,-130.5058594,191.8068848
,,-175.7358246,-24.41801453
,,-397.9749146,233.9265137
,,-702.711853,248.1222382
,,316.0724792,282.0817871
,,246.7174988,267.6808472
,,214.0173035,-1269.415283
,,268.1937866,263.6451721
,,258.6206055,196.4095459
,,229.1817017,243.6771545
,,-98.95808411,305.5082397
,,-42.96822357,-22.38080406
,,247.0175934,270.9580994
,,271.9274902,-47.7518158
,,267.5020752,278.0568542
,,284.7437744,260.033844
,,252.7440033,249.161026
,,275.3898621,275.9891052
,,281.8625793,264.485321
,,-1.721994877,266.6220093
,,267.1281738,-31.57177925
,,-44.4581604,-14.60882187
,,287.7215881,258.8720398
,,-3.677214622,-20.7457962
,,26.21158981,47.3968811
,,253.4403992,266.4752502
,,-556.8271484,274.9928589
,,219.9230347,-291.9655762
,,273.4052429,262.3498535
,,268.0375671,17.02352333
,,266.3843689,276.1778259
,,224.4758606,25.27259445
,,293.5390015,-14.33644485
,,260.561615,23.76523781
,,221.2403259,224.3755798
,,272.6825256,61.64970398
,,270.8345337,278.8721619
,,-13.29816246,264.7967224
,,295.6551819,254.180954
,,282.1821594,-94.15448761
,,-85.30470276,263.1325684
,,57.2077713,264.5942688
,,242.530838,259.9920044
,,281.6253967,250.5773468
,,267.5658569,-223.7815552
,,-323.6851807,279.58255
,,259.8144836,-379.6959839
,,296.696106,265.5315552
,,258.2400818,-207.7731628
,,254.2411346,266.5614014
,,217.9484406,281.5903015
,,245.3225403,-259.2588196
,,230.8587036,260.3544617
,,190.5777435,-82.64455414
,,283.4136963,215.1078491
,,201.7682953,262.263031
,,265.9547119,292.9018555
,,212.8999634,294.5933838
,,262.5589905,240.9264832
,,249.3180237,261.6812439
,,269.016449,289.6427917
,,280.2332153,250.7154236
,,241.8866272,243.4455872
,,-19.31089592,243.2829895
,,276.8260803,297.5123291
,,289.0154419,-88.68795013
,,230.2376099,-430.1201172
,,11.10550213,286.8337708
,,239.5588684,259.8195496
,,15.83449268,-47.23802567
,,247.9240265,298.6395264
,,-526.4209595,252.2991486
,,253.8517151,208.8884888
,,234.3908234,273.8946533
,,262.6036377,240.7531433
,,263.4810181,66.89412689
,,-67.55435944,-0.080368556
,,308.9292603,272.4406128
,,-119.4709091,238.2750092
,,245.193985,215.3976288
,,257.4289856,303.1841431
,,273.2370911,215.9684143
,,250.0090942,220.9365692
,,287.478302,227.3461456
,,276.2178955,16.82404327
,,299.3576965,295.1399841
,,238.3038025,286.6380005
,,278.9515686,218.1749115
,,276.9711304,239.6394653
,,279.0471497,266.2995605
,,264.9278564,253.0740967
,,-133.83255,-11.57247257
,,284.359375,17.30264282
,,270.8253174,270.977356
,,288.3361206,260.6899109
,,252.5973816,265.9763184
,,269.4455872,273.4060364
,,254.3596954,284.2688599
,,277.4565125,278.0431519
,,279.3666382,269.6030579
,,274.2320251,255.9601746
,,102.545372,284.8100281
,,236.2487488,264.9131775
,,259.5788269,261.2025146
,,-145.2672577,284.5943604
,,272.7179565,261.0720215
,,288.2301941,274.1134949
,,308.6942749,270.7087402
,,268.8123474,243.2866364
,,284.2147217,258.7310486
,,19.46119499,254.8056335
,,272.7190857,245.7324677
,,280.3608093,270.6332397
,,250.5965576,265.3548889
,,269.7181396,269.2627563
,,17.39220619,254.7193604
,,255.4989014,277.4495544
,,281.5243835,269.1331177
,,294.7163696,252.955368
,,269.8577271,282.8413391
,,318.1488037,240.5157776
,,244.9816589,291.9279785
,,278.5584717,-647.5754395
,,23.66363907,-541.8918457
,,247.2719421,252.382843
,,,280.490448
,,,242.9108887
,,,303.0485535
,,,292.8992615
,,,289.7714844
,,,252.3461151
,,,296.15625
,,,272.1968994
,,,260.9633179
,,,266.2199707
,,,278.8800964
,,,301.9031677
,,,261.7382507
