Small_Model_Run_1,Small_Model_Run_2,Small_Model_Run_3,Mid_Model_Run_1,Mid_Model_Run_2,Mid_Model_Run_3,Large_Model_Run_1,Large_Model_Run_2,Large_Model_Run_3
82.55084229,100.1022797,66.94224548,150.276062,139.6814575,,159.6942139,174.2115479,
83.31712341,98.11366272,69.2199707,154.4530334,142.0025482,,159.892807,174.6874847,
83.4098053,99.09695435,72.39993286,157.3023376,141.3221588,,158.2817688,174.9505615,
78.59299469,99.22669983,73.93279266,157.2279205,143.5704651,,158.4783478,176.8863678,
77.95270538,102.3467255,77.07170868,157.2627106,146.0775146,,154.6073303,180.2817078,
79.71566772,105.2210159,80.38626862,156.3411407,149.3426666,,155.019455,180.5300598,
79.28436279,107.5940094,79.43218231,159.3751831,151.6744537,,155.5146179,180.8136749,
80.1102829,111.2637482,81.95860291,160.3724518,151.2350769,,152.1600189,181.2616119,
80.62360382,112.6984406,78.70343018,160.3426514,150.483139,,151.1042938,176.525116,
82.99069214,113.4654694,80.88166046,160.6401215,156.4166412,,150.4366455,173.8072815,
82.92378235,115.8346024,82.80488586,160.9653168,158.7106323,,149.0075531,176.1799622,
80.78865814,116.460083,84.14796448,164.5431213,161.0182648,,140.7443848,179.7102966,
80.74254608,116.5052872,86.7186203,164.8475342,164.1560669,,140.3879089,179.8362122,
80.8904953,119.3384171,89.41477203,164.9303741,167.024704,,139.7035828,176.467926,
79.38576508,120.1175613,91.88348389,164.4100494,168.2480011,,143.4492645,176.881958,
80.16723633,119.9171829,91.10938263,164.5397491,168.3607635,,138.90271,176.107666,
82.96466827,118.0078659,93.90511322,164.9308624,171.82724,,134.3866119,176.1600952,
85.6752243,121.045578,96.23215485,164.4192657,171.46698,,133.9916077,173.613739,
85.40236664,124.0875931,98.23381042,164.7160339,171.5374908,,138.736496,174.240448,
85.76199341,126.9933167,101.4757614,165.1426239,172.3571472,,139.3812103,167.8377991,
85.80262756,126.8088608,103.876297,165.3024902,170.9205933,,141.9521637,167.5992584,
85.81826019,130.765976,99.34803772,167.6247711,167.6529388,,142.2701111,166.1605072,
86.59073639,131.8319092,99.25904846,167.915863,167.9063416,,142.4434509,166.2522736,
86.86024475,132.3440247,99.73697662,167.9746399,171.4922485,,139.6519928,162.6199341,
91.99440002,133.0496826,102.0668793,170.339386,172.2513885,,140.8830566,166.5575562,
92.27471924,137.5050049,97.27965546,173.5603333,172.9173737,,140.8325806,167.3916473,
92.17154694,137.3944702,97.131073,175.6544952,173.5870209,,140.6231384,172.2545624,
91.84194183,138.4664307,96.15917206,176.0540009,173.1741943,,140.8429413,173.0488434,
94.48145294,144.1278229,94.68373108,176.7226105,176.4388733,,144.4224701,173.743454,
94.51903534,144.6654358,91.35560608,179.118988,176.9271851,,142.5816193,168.1813202,
92.73908997,144.4211273,91.06595612,178.7941895,176.8002319,,145.2414093,165.2741547,
92.47262573,142.3148804,91.57064819,178.2642822,180.5974426,,144.0434418,163.2552185,
92.1587677,146.103714,92.32846832,178.1614532,183.8867798,,143.2400055,166.6006317,
96.50133514,147.1387482,94.00186157,177.9310455,183.9858704,,141.8755188,166.5704346,
97.18378448,149.9065399,96.46257782,180.1575623,188.094574,,142.5388184,166.4260254,
101.4131393,147.6282806,97.50404358,182.2382355,189.3559113,,147.309906,166.2603455,
101.5055466,146.2865906,97.60842896,182.3556976,190.375351,,146.8951721,165.235672,
99.76177216,146.6834259,99.33140564,183.1396484,189.3245697,,143.8962097,165.0740051,
101.3492737,144.2879486,98.03382111,182.75177,188.4889374,,143.9895477,164.5688324,
106.1560669,145.2711945,93.14152527,183.1751862,186.2920685,,144.7711945,164.6689453,
106.5648956,145.4590759,90.82073212,183.5897064,191.1608582,,144.4345856,164.2835236,
106.7438507,146.1432037,92.40162659,186.6003876,191.0319214,,144.5537567,164.4368439,
106.5777588,147.6999054,95.15486908,186.558136,189.2104797,,144.5905762,163.9467468,
106.5578918,149.1083374,94.30925751,189.691864,188.1217499,,144.0452576,164.618515,
111.8144913,147.5108337,94.65596771,189.7328644,186.8713531,,144.7485352,164.6184845,
111.8729019,144.2532654,94.09634399,193.4561462,188.1684723,,144.1841736,164.6375122,
114.4760056,144.5352783,94.65279388,193.4085846,185.5731812,,146.0486298,165.1371918,
114.1992416,146.7311554,95.76576233,195.76828,184.4544373,,143.4893036,160.9989319,
114.1321106,145.5560913,98.29111481,198.8490448,182.3612976,,146.7259064,161.3201294,
110.6415558,144.0003357,98.15164948,198.7536469,182.71492,,146.5610046,161.3562164,
113.0532913,139.5701599,98.11013031,198.4659119,181.5037689,,143.6463776,161.6110382,
110.8044968,138.2823181,97.84922028,201.0831299,179.7037354,,142.9995422,164.3011017,
111.4385071,137.765564,97.31404877,,179.6067505,,143.7525635,164.3527374,
107.8553009,137.5648499,98.2194519,,179.6803284,,143.6105042,167.2215118,
107.7882919,135.578186,98.94821167,,176.9367523,,143.9494934,169.2928467,
110.2518463,130.9512177,99.3138504,,177.1318817,,143.8573151,164.8733978,
109.9954834,130.6078186,102.9719543,,174.8659668,,140.1712646,164.8908539,
107.3951187,130.62854,105.7541504,,173.6763306,,138.4268341,167.6260376,
113.363266,131.1755981,100.6613312,,178.8536835,,139.032196,170.079071,
112.0911636,125.9830246,98.23542786,,181.5747375,,139.1797791,172.1019745,
115.7737274,123.4668198,99.7723999,,181.997406,,141.2085114,172.1175385,
119.466774,126.482254,102.0239639,,184.3523865,,140.7000275,172.6767731,
122.9413452,128.8156891,106.8459167,,184.7263489,,140.2203674,172.3990326,
129.8565826,128.7901001,107.5942535,,183.5162811,,140.4160004,172.5766144,
131.736084,132.3807983,105.8560333,,182.7568207,,140.2312317,169.695755,
135.6790466,126.0027237,107.0760727,,186.611557,,140.5412598,170.078598,
139.7774658,126.0632629,107.2112198,,187.6374512,,140.4371643,172.7898712,
146.2187347,126.6671219,107.7385025,,187.1343384,,140.3886414,173.0956573,
150.208725,127.5550156,109.0365219,,187.263916,,142.6179962,170.6548462,
154.0805664,130.8930054,108.3486404,,187.1585541,,142.3704529,171.1857452,
155.3148499,130.8956146,105.4076004,,187.379364,,141.1014557,171.4007568,
158.7223511,131.294281,106.432991,,183.0483246,,137.9953156,171.6205597,
161.2254028,130.8969574,106.1319885,,180.9342346,,135.8259735,172.0488434,
161.4839783,130.6217499,107.777298,,180.6516266,,134.8037415,166.3778687,
166.2477875,130.209549,107.9745255,,184.6345673,,130.3553619,168.9079132,
171.6138153,132.1970978,107.3031311,,184.5062256,,130.6714172,171.3953552,
170.9596558,128.5725098,106.3627853,,184.5014343,,128.9290771,172.168335,
173.9669952,126.7982483,108.3340073,,183.7483521,,131.1481934,171.595871,
173.7905731,128.3651123,104.8203506,,180.5459442,,131.7493744,172.8321228,
172.4403534,130.2316589,104.1614456,,176.3996887,,131.9826355,174.2043304,
172.9586487,131.7732544,103.9711533,,176.7066956,,129.730011,176.1535187,
171.1584778,128.1137848,104.1459274,,176.3029785,,127.7667999,178.8930359,
168.0296478,127.7798004,103.7670898,,176.7233734,,127.386879,178.7381592,
168.2039032,127.1536026,104.0415344,,177.2488098,,126.8471069,176.397583,
168.2404327,126.828392,103.784462,,174.7544861,,126.3978195,171.3215179,
168.9618378,126.9796295,104.3917923,,172.8901215,,128.2930298,169.1994324,
169.0481262,121.4456406,107.1946182,,173.0749664,,127.2194214,168.8887482,
166.1242981,121.2215118,100.4655151,,170.9084015,,127.9700089,168.4608307,
166.0457001,121.6663666,106.6548462,,168.2508698,,131.9955139,172.1793365,
168.2572784,119.1182175,111.739418,,165.604599,,132.0960236,172.3970032,
167.409256,117.4844284,116.4377365,,161.4560699,,131.6252899,172.4148712,
167.250946,115.3664627,119.4836578,,158.8383789,,131.2306061,177.236496,
167.5810547,114.7335434,119.0503845,,154.0323792,,133.8470154,177.6595001,
167.4980927,114.7228394,118.4932938,,152.1569977,,138.2119446,178.7556305,
170.943924,112.5917816,115.8856354,,148.184021,,137.8226013,178.8814545,
170.9393768,112.6705704,116.0652542,,144.5592041,,140.5315857,178.975708,
169.3587189,112.8297501,118.5595779,,140.4149933,,140.8423004,178.9118195,
171.8176117,107.7275314,119.2753372,,140.1773529,,139.2256927,178.2946167,
175.3464508,100.3707733,123.0974503,,135.3390961,,141.591095,178.7787323,
176.4603882,98.29444122,125.0546494,,132.6074066,,139.3299103,179.1895752,
176.9036407,97.75307465,125.3266678,,132.2049713,,139.7131348,176.0722351,
174.6908875,100.2611618,125.8303299,,129.1345215,,139.6268005,175.9807739,
175.273056,99.08200836,126.5997696,,129.656189,,139.8831482,176.7130737,
180.3982239,98.63315582,129.0601959,,129.6034088,,137.3040314,177.4361572,
183.8443604,97.546875,129.4536743,,129.7740631,,141.4854279,177.4328613,
186.4979858,97.56361389,128.6128082,,129.8605652,,135.7018433,177.4825287,
186.6429596,97.5788269,132.4810333,,129.2822571,,134.574585,177.7704468,
186.7055511,95.44154358,132.8755188,,129.4762573,,140.304245,177.8725128,
187.3124695,93.53125763,134.5621948,,126.6485062,,138.2014008,182.4130096,
187.4292297,92.76872253,134.6494751,,126.466774,,136.6171722,185.2524261,
185.3572388,92.91222382,135.394516,,126.8474426,,135.8766174,185.3418732,
187.4673309,90.21833038,136.9272614,,127.0473633,,144.4073486,185.4076843,
187.8915863,92.94191742,137.3497467,,128.1408081,,142.3575287,185.7055817,
188.227829,90.2116394,137.3970032,,125.47155,,147.7550659,189.2403412,
190.4693604,85.86991882,137.4330139,,121.3515244,,146.5639648,189.5336304,
190.4886475,87.7472229,141.3021393,,121.3178101,,149.07901,193.5864868,
190.9380035,90.11367798,140.889389,,121.386322,,153.634903,193.8492279,
190.8993073,89.65149689,140.6638641,,118.0926971,,151.5038147,196.261322,
188.7549286,87.64099884,141.5810089,,117.594841,,152.1428375,195.9412994,
186.5657654,87.07324219,142.3826141,,114.7583618,,150.4138947,202.6547546,
186.6340027,89.90180969,142.3137665,,116.6941147,,150.6977386,,
186.8577576,89.33113861,148.4226074,,121.884964,,146.2602234,,
187.0284119,89.22203064,149.9327545,,121.6969604,,146.1376495,,
185.3074646,91.47093964,149.4620209,,121.8488083,,148.9952545,,
183.2920532,93.27172852,149.6758881,,121.4493561,,151.4985657,,
183.0285645,93.06433105,156.069809,,121.2303772,,150.6082611,,
180.6144104,91.74511719,158.7456207,,120.8193207,,150.5984802,,
181.1681213,91.90922546,162.0267944,,121.969101,,149.6163025,,
183.5219116,91.58256531,163.6016998,,121.8119202,,148.829422,,
184.1475677,88.82220459,169.238205,,121.4498367,,152.4095001,,
184.1358795,91.80696869,172.2221832,,118.441597,,152.6908417,,
184.0076904,94.02400208,172.7349396,,118.841568,,153.3916931,,
182.2815857,94.2299881,172.6575165,,116.5809326,,154.1338959,,
181.8421936,97.17958832,172.2937469,,116.5474777,,152.051651,,
181.6402283,96.87974548,172.6020966,,116.5335846,,151.4233093,,
184.1862946,95.40499115,171.6279144,,116.1834869,,149.3063965,,
184.2968292,92.82559967,169.5681305,,115.3254852,,149.5623016,,
186.0908813,95.14968109,166.9864044,,117.88517,,152.377594,,
185.4347076,98.00541687,167.19487,,119.5920563,,152.2692566,,
185.4159851,98.04071045,172.1119537,,121.9116974,,152.1886597,,
184.9334412,94.4442749,175.286438,,121.8095245,,152.1872711,,
185.0428925,94.69384003,175.1843567,,122.2158356,,152.6129303,,
185.2471313,94.17212677,175.1800232,,124.3536911,,152.8481903,,
186.911911,92.41792297,175.5593109,,126.5617981,,155.7713776,,
184.6243439,94.08869171,172.2874756,,128.390686,,153.030365,,
184.1849213,100.1977081,170.1146851,,130.0824432,,150.9926605,,
184.6074982,100.2946854,171.0287781,,132.799942,,151.4798431,,
184.796051,99.95207214,171.9610138,,134.8614197,,153.9075775,,
185.0576172,102.2764053,171.4366302,,137.1590881,,151.3623352,,
188.9398651,104.5139313,172.8166504,,137.0929871,,154.0194244,,
188.99617,108.7638779,170.1548615,,138.7423248,,157.3517914,,
191.1960907,113.9507751,170.4022217,,141.086441,,157.656723,,
191.5430908,113.6945572,171.2577515,,141.4023285,,157.4042206,,
194.4867401,113.5928726,171.5631104,,141.1483002,,155.308609,,
198.7125702,115.1739273,171.3558197,,144.2760162,,157.5148163,,
200.1732025,119.3925552,171.7705994,,144.1338806,,157.8125763,,
,119.454422,171.1908875,,148.8466034,,161.4771118,,
,119.2579117,171.5734406,,152.4313049,,163.8592529,,
,116.8064117,176.9766998,,152.0340729,,163.5267487,,
,119.5648575,176.4532166,,152.2670898,,161.8422089,,
,119.7826767,174.839447,,151.8686676,,162.354126,,
,119.3535233,172.7662811,,152.0745239,,160.3532867,,
,119.508522,169.773407,,151.6172638,,161.1023254,,
,116.3292618,169.8660126,,156.6727295,,160.9746552,,
,113.8070526,171.2657623,,157.4265289,,161.0430298,,
,120.0342026,170.6297302,,157.8614502,,161.1189728,,
,120.5917435,167.7162781,,157.5684662,,161.1640778,,
,118.1487427,167.920578,,158.6581116,,161.3187256,,
,115.5110092,167.5547791,,158.849884,,162.2795715,,
,115.449852,168.4694824,,155.8792114,,162.8330383,,
,115.3161621,171.2528687,,153.7306976,,164.2824707,,
,119.8002548,170.2189484,,156.1132355,,167.3374786,,
,125.0553741,167.8867645,,158.3285522,,169.5836945,,
,125.5520325,170.0950775,,158.3647156,,173.541626,,
,125.5778961,170.5218048,,158.2978363,,175.967865,,
,125.8901291,166.2132568,,158.4223938,,175.979126,,
,128.8593597,169.9996033,,156.1222839,,173.5241699,,
,132.2282867,165.656311,,154.8719177,,172.9253998,,
,130.3664093,170.6032104,,157.1680603,,173.1955414,,
,134.9034729,171.2498169,,161.1915131,,172.8986664,,
,135.5023804,165.1520996,,156.2903442,,175.1416779,,
,138.6231689,159.6643219,,156.5251312,,177.7732086,,
,138.6125488,160.3639526,,158.0119781,,180.6820679,,
,138.7854614,161.0138092,,154.5547485,,180.6481934,,
,138.9572144,161.416153,,153.5219727,,181.4121399,,
,138.6533661,165.5373535,,153.2483673,,181.9656219,,
,144.4017792,165.5021362,,148.391449,,183.0780487,,
,146.5647888,172.7996063,,146.5162659,,183.2282104,,
,147.1508942,172.917984,,145.7407227,,180.9868622,,
,151.5894165,173.1639709,,144.5203552,,180.816925,,
,153.1705017,172.8332825,,144.4631958,,181.0482178,,
,155.5801392,172.7903137,,144.3083038,,182.0939636,,
,156.0065613,173.0596771,,143.9909821,,181.5991211,,
,155.9721832,173.7407837,,140.7270966,,179.2954254,,
,158.3075714,174.1268921,,140.1881256,,177.3148346,,
,158.1573029,169.5028534,,143.0093994,,177.2591095,,
,155.5787354,169.9926147,,143.0211792,,176.9562836,,
,159.5032959,169.6474457,,141.2147064,,174.4907379,,
,167.1839905,169.5938416,,143.3292236,,174.5834045,,
,169.2442474,169.9092712,,142.5927887,,174.4779968,,
,169.8006439,169.960022,,139.8219452,,174.7026672,,
,171.4025269,169.4976501,,143.1437683,,171.4619598,,
,173.9613037,169.211853,,143.2120972,,170.5108032,,
,176.4158783,169.1036835,,140.2534027,,173.2423096,,
,176.9385223,169.6034393,,137.2062683,,173.1593781,,
,177.0583954,170.473999,,135.3306427,,179.1157379,,
,177.7992554,169.9188843,,135.8760529,,180.2178192,,
,180.156311,169.8385315,,135.8086395,,180.4736633,,
,183.1134338,174.1213226,,136.7836609,,183.7272644,,
,182.8562164,174.2881927,,133.5838776,,186.0562286,,
,183.0771027,174.3922119,,130.0694885,,188.5980072,,
,186.1039276,172.0562286,,128.4822235,,183.6984406,,
,185.7655182,172.3787079,,125.1039581,,184.0532074,,
,188.5506134,172.409668,,125.2686539,,184.9099274,,
,193.043808,172.4756165,,129.9451447,,187.2448425,,
,193.5143585,172.2036591,,126.8429718,,189.4891052,,
,194.0246429,172.7286224,,126.087532,,189.7875824,,
,194.4142456,171.0452728,,127.2990036,,192.2340546,,
,196.0445404,171.06073,,125.2103195,,191.9316254,,
,195.8904266,170.8275146,,124.3585587,,193.2276459,,
,196.0666199,171.13974,,124.3414536,,193.1863098,,
,196.677597,169.2602692,,121.7912674,,197.7900085,,
,192.8580475,169.5987396,,121.8605194,,198.1270142,,
,190.8561249,169.9539185,,117.6659393,,197.7706604,,
,191.25354,170.4806976,,117.7275238,,198.1955109,,
,188.8756866,171.2623596,,112.4682159,,199.9763336,,
,189.9706421,168.8818207,,112.591835,,197.8357239,,
,189.5774078,169.456131,,112.7212753,,193.5354767,,
,187.2969971,172.4216156,,109.3361359,,191.2314301,,
,189.7397766,172.6728363,,105.0750961,,193.2733765,,
,189.4625244,172.8433228,,107.6546173,,193.086853,,
,189.3666534,172.2267761,,106.7651443,,190.5549622,,
,185.6985626,172.8540802,,108.8742447,,188.1842041,,
,185.2753143,173.4933319,,108.1033783,,192.8975372,,
,183.0415497,172.7823029,,105.5989304,,193.8453522,,
,187.4055176,173.5731812,,108.6153793,,196.3583374,,
,191.8752136,175.9398804,,106.8509903,,194.5536652,,
,192.0694427,178.2996063,,102.4159546,,194.9981689,,
,192.1031647,180.9625092,,100.482254,,195.2779083,,
,189.4146729,178.8595886,,100.612648,,195.5116119,,
,189.7737732,178.9200439,,100.2349014,,190.6518097,,
,189.4948273,178.8036804,,100.3576355,,190.9931335,,
,189.2666321,179.0606689,,100.0432053,,186.4072418,,
,190.9190826,182.5776978,,97.7388916,,185.6504974,,
,191.8625641,186.2530823,,97.3947525,,188.3989563,,
,192.0462341,189.9142151,,96.15578461,,190.5904846,,
,192.2822418,189.9573517,,96.29696655,,188.0697632,,
,193.0887451,190.0691376,,97.33916473,,187.7142639,,
,192.6401672,190.5898438,,97.19098663,,190.4008636,,
,192.9783478,190.3498688,,96.77684021,,188.1928101,,
,193.7842255,190.833725,,96.67948151,,185.6247711,,
,193.9463959,189.1796875,,95.90520477,,185.9562073,,
,194.3252869,189.2412109,,96.11553192,,186.4242401,,
,194.5867615,187.0344849,,96.20446777,,184.8104095,,
,195.3504639,186.0091858,,95.48838043,,184.4291382,,
,195.6838226,185.8515472,,95.10414124,,184.2807007,,
,196.0713348,185.821106,,94.96661377,,184.1887054,,
,196.223175,185.7913513,,95.20155334,,181.4074097,,
,198.7340393,185.6173248,,95.17520905,,181.5713348,,
,201.1543427,188.7472076,,95.09814453,,183.4577637,,
,192.0279846,,,88.99051666,,183.5053864,,
,193.1286316,,,87.71620941,,183.3671875,,
,195.8768158,,,87.8213501,,183.3487244,,
,195.7405548,,,87.06978607,,183.8405914,,
,195.8510895,,,82.11628723,,179.7399445,,
,196.2656097,,,82.1893692,,177.3778534,,
,199.1447449,,,81.84889221,,177.3892975,,
,199.2423859,,,79.21271515,,177.633667,,
,199.2507629,,,78.70093536,,177.5342407,,
,199.2982635,,,81.55699921,,177.2707672,,
,198.620636,,,83.59970856,,176.2830811,,
,195.8358459,,,86.19776154,,173.8242645,,
,196.1939087,,,80.59149933,,174.036499,,
,193.2731018,,,80.63706207,,174.2272644,,
,193.710434,,,75.96102905,,176.8695679,,
,198.630188,,,76.19928741,,176.7008667,,
,199.0959015,,,73.43669128,,181.4085236,,
,204.0426331,,,75.95093536,,182.9239502,,
,,,,78.84185791,,180.5278473,,
,,,,79.2156601,,180.597229,,
,,,,81.35513306,,180.8600006,,
,,,,77.0407486,,181.0055389,,
,,,,77.71355438,,178.5802307,,
,,,,80.45436096,,179.2464905,,
,,,,83.54828644,,179.3108673,,
,,,,86.1673584,,179.2805023,,
,,,,90.99596405,,179.7248077,,
,,,,92.6909256,,179.0786285,,
,,,,96.27355194,,181.9059601,,
,,,,93.66166687,,182.1045685,,
,,,,92.17093658,,182.1730347,,
,,,,94.07424164,,181.606781,,
,,,,91.99365997,,182.1666565,,
,,,,92.4295578,,182.3603058,,
,,,,93.3454361,,184.7663269,,
,,,,95.51133728,,184.6620941,,
,,,,96.74714661,,184.8049011,,
,,,,101.3567886,,189.4940186,,
,,,,104.4807358,,189.4427032,,
,,,,107.80513,,191.2050934,,
,,,,111.0698929,,190.533783,,
,,,,110.9859924,,194.1114197,,
,,,,106.7842026,,197.2108765,,
,,,,106.8097687,,197.3246002,,
,,,,105.3826141,,197.7865143,,
,,,,103.676445,,197.5209808,,
,,,,98.78489685,,197.4152527,,
,,,,98.56936646,,197.5844116,,
,,,,96.61949921,,191.7621002,,
,,,,95.52056122,,191.7867889,,
,,,,95.47774506,,191.9730225,,
,,,,92.21024323,,196.9602966,,
,,,,91.14266205,,199.2083282,,
,,,,93.96864319,,199.1966248,,
,,,,89.07548523,,199.5286407,,
,,,,92.22395325,,199.5309143,,
,,,,92.99324036,,199.8036499,,
,,,,91.29245758,,199.2445221,,
,,,,89.18295288,,199.1011963,,
,,,,88.34432983,,197.4672546,,
,,,,83.54268646,,197.6948853,,
,,,,86.51721191,,194.790863,,
,,,,81.63808441,,194.7597351,,
,,,,85.70711517,,194.9726257,,
,,,,85.47154236,,192.1395264,,
,,,,85.93899536,,192.1515961,,
,,,,81.58908844,,194.5922852,,
,,,,76.95883942,,197.4042053,,
,,,,79.83071899,,200.0771484,,
,,,,84.54570007,,,,
,,,,84.48300171,,,,
,,,,85.15795898,,,,
,,,,82.80976105,,,,
,,,,78.88153839,,,,
,,,,81.34020996,,,,
,,,,81.98317719,,,,
,,,,79.90940094,,,,
,,,,84.34706879,,,,
,,,,81.80343628,,,,
,,,,81.61073303,,,,
,,,,81.01917267,,,,
,,,,78.54602814,,,,
,,,,79.08369446,,,,
,,,,81.81197357,,,,
,,,,82.18463135,,,,
,,,,84.05055237,,,,
,,,,84.18704224,,,,
,,,,84.84435272,,,,
,,,,82.43441772,,,,
,,,,83.38391113,,,,
,,,,83.57904816,,,,
,,,,84.07798004,,,,
,,,,84.18153381,,,,
,,,,84.17791748,,,,
,,,,84.54668427,,,,
,,,,84.36876678,,,,
,,,,81.85984802,,,,
,,,,81.60585022,,,,
,,,,81.33327484,,,,
,,,,81.2046814,,,,
,,,,87.88374329,,,,
,,,,89.3351593,,,,
,,,,89.51176453,,,,
,,,,87.56958771,,,,
,,,,89.53653717,,,,
,,,,89.69400787,,,,
,,,,90.07553101,,,,
,,,,89.45465851,,,,
,,,,89.79717255,,,,
,,,,90.04623413,,,,
,,,,89.9445343,,,,
,,,,89.71790314,,,,
,,,,95.45077515,,,,
,,,,95.15316772,,,,
,,,,99.88053894,,,,
,,,,99.93551636,,,,
,,,,105.0187912,,,,
,,,,104.9953003,,,,
,,,,105.2953186,,,,
,,,,105.054039,,,,
,,,,107.8904877,,,,
,,,,112.0722275,,,,
,,,,111.6709213,,,,
,,,,112.3239059,,,,
,,,,112.8569031,,,,
,,,,113.0469742,,,,
,,,,110.2125015,,,,
,,,,112.7967072,,,,
,,,,113.1344147,,,,
,,,,119.7547989,,,,
,,,,125.4830475,,,,
,,,,126.0828171,,,,
,,,,133.4271698,,,,
,,,,138.4724426,,,,
,,,,142.2068634,,,,
,,,,141.7864838,,,,
,,,,144.1516113,,,,
,,,,144.138504,,,,
,,,,143.8930511,,,,
,,,,144.1541595,,,,
,,,,138.9226532,,,,
,,,,132.8457184,,,,
,,,,137.2541046,,,,
,,,,140.418396,,,,
,,,,144.7311401,,,,
,,,,148.5050201,,,,
,,,,152.8937683,,,,
,,,,151.2029266,,,,
,,,,155.2761841,,,,
,,,,159.2172241,,,,
,,,,162.9828339,,,,
,,,,167.8595276,,,,
,,,,172.5280762,,,,
,,,,172.1770172,,,,
,,,,174.3741455,,,,
,,,,174.8721008,,,,
,,,,175.0917816,,,,
,,,,179.6254883,,,,
,,,,184.4030914,,,,
,,,,185.8822021,,,,
,,,,191.1406097,,,,
,,,,190.7597351,,,,
,,,,196.2752686,,,,
,,,,195.8537292,,,,
,,,,195.7844391,,,,
,,,,200.632431,,,,
